Output for File: data/Communities and Crime Normalized/communities.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  
{ Function 116: X35 = 0.10163118 + -0.09993507 X24 + 0.63838862 X34 + 0.10951188 X37 + 0.19892289 X41, SSR = 4.91E00 }
{ Function 117: X121 = -0.01185110 + 0.44967914 X15 + 0.75560561 X115, SSR = 4.96E00 }
{ Function 118: X106 = -0.00014734 + 0.68397557 X108 + 0.09643064 X123, SSR = 4.99E00 }
{ Function 119: X106 = -0.00014420 + 0.68412486 X102 + 0.09638679 X123, SSR = 4.99E00 }
{ Function 120: X121 = -0.01179801 + 0.36069237 X76 + 0.84265454 X115, SSR = 5.00E00 }
{ Function 121: X35 = 0.20174952 + -0.20234190 X20 + 0.65970784 X34 + 0.18796945 X41, SSR = 5.00E00 }
{ Function 122: X35 = 0.03671063 + 0.62337312 X34 + 0.12542661 X37 + 0.22804517 X41 + 0.05649013 X82, SSR = 5.06E00 }
{ Function 123: X54 = -0.00736081 + 0.75798900 X5, SSR = 5.09E00 }
{ Function 124: X48 = 0.41491600 + -0.14406551 X7 + 0.12250766 X17 + -0.15865843 X22 + -0.19524719 X43 + 0.42923473 X51 + 0.12072664 X72, SSR = 5.13E00 }
{ Function 125: X32 = -0.00185864 + 0.36508260 X56 + 0.55900158 X76 + 0.28551072 X115, SSR = 5.14E00 }
{ Function 126: X13 = -0.13283220 + 0.72238047 X11 + 0.37437723 X44, SSR = 5.15E00 }
{ Function 127: X86 = -0.00192419 + 1.02333663 X84, SSR = 5.18E00 }
{ Function 128: X49 = 0.50145194 + -0.20423557 X7 + 0.10631616 X17 + -0.21886130 X22 + -0.18524286 X43 + 0.37856877 X51 + 0.09212324 X72, SSR = 5.20E00 }
{ Function 129: X48 = 0.42062444 + -0.14318408 X7 + 0.13494823 X17 + -0.14829977 X22 + -0.19661219 X46 + 0.42825990 X51 + 0.11013404 X72, SSR = 5.21E00 }
{ Function 130: X12 = 0.22315011 + 0.80507179 X13, SSR = 5.26E00 }
{ Function 131: X49 = 0.48821708 + -0.20188536 X7 + -0.21490702 X22 + 0.10192761 X24 + -0.18298371 X43 + 0.38774201 X51 + 0.10148791 X72, SSR = 5.27E00 }
{ Function 132: X48 = 0.26424237 + -0.13902029 X7 + -0.18928436 X46 + 0.53524618 X50 + 0.19513926 X72, SSR = 5.28E00 }
{ Function 133: X106 = 0.00122064 + 0.13678251 X125 + 0.65183743 X126, SSR = 5.29E00 }
{ Function 134: X106 = 0.00044231 + 0.11758578 X123 + 0.66791021 X126, SSR = 5.30E00 }
{ Function 135: X5 = 0.00270791 + 0.38525660 X56 + 0.47349971 X94 + 0.24128860 X115 + 0.40546364 X118, SSR = 5.32E00 }
{ Function 136: X49 = 0.50257405 + -0.20328577 X7 + 0.11873370 X17 + -0.20906820 X22 + -0.18182807 X46 + 0.37989001 X51 + 0.08282959 X72, SSR = 5.33E00 }
{ Function 137: X49 = 0.53198667 + -0.18516583 X7 + -0.21785993 X22 + -0.18878353 X43 + 0.39965090 X51 + 0.11367912 X72 + -0.07058336 X82, SSR = 5.36E00 }
{ Function 138: X94 = 0.00067643 + 0.58112675 X54 + 0.33674699 X95, SSR = 5.37E00 }
{ Function 139: X48 = 0.40937014 + -0.14023776 X7 + -0.16294980 X22 + 0.09596325 X24 + -0.19779568 X43 + 0.44198792 X51 + 0.13521841 X72, SSR = 5.38E00 }
{ Function 140: X48 = 0.25542605 + -0.13626880 X7 + -0.18728464 X45 + 0.55047726 X50 + 0.18796535 X72, SSR = 5.40E00 }
{ Function 141: X49 = 0.48603149 + -0.20066731 X7 + -0.20455136 X22 + 0.11447538 X24 + -0.17759979 X46 + 0.39082220 X51 + 0.09357703 X72, SSR = 5.42E00 }
{ Function 142: X106 = 0.00122557 + 0.14509436 X116 + 0.65031938 X126, SSR = 5.44E00 }
{ Function 143: X48 = 0.24053943 + -0.14308532 X7 + -0.17084143 X43 + 0.53762629 X50 + 0.20952626 X72, SSR = 5.44E00 }
{ Function 144: X94 = -0.00551208 + 0.49364446 X32 + 0.33145117 X95, SSR = 5.45E00 }
{ Function 145: X48 = 0.39874455 + -0.14274310 X7 + 0.14994411 X17 + -0.14115296 X22 + -0.18192262 X45 + 0.44422566 X51 + 0.10360640 X72, SSR = 5.48E00 }
{ Function 146: X48 = 0.41078673 + -0.13901459 X7 + -0.15184294 X22 + 0.10879165 X24 + -0.19599787 X46 + 0.44341327 X51 + 0.12602610 X72, SSR = 5.50E00 }
{ Function 147: X49 = 0.53310211 + -0.18193134 X7 + -0.20849488 X22 + -0.18182641 X46 + 0.40563643 X51 + 0.10764478 X72 + -0.07803118 X82, SSR = 5.54E00 }
{ Function 148: X89 = -0.01372293 + 1.13690237 X90, SSR = 5.54E00 }
{ Function 149: X5 = 0.00713500 + 0.50651606 X56 + 0.32713853 X118 + 0.53241065 X121, SSR = 5.56E00 }
{ Function 150: X49 = 0.48221354 + -0.20287451 X7 + 0.13261049 X17 + -0.20246566 X22 + -0.16809756 X45 + 0.39471746 X51 + 0.07682326 X72, SSR = 5.56E00 }
{ Function 151: X42 = 0.11964451 + 0.12878278 X17 + 0.76087099 X36, SSR = 5.59E00 }
{ Function 152: X94 = -0.00654422 + 0.49567124 X5 + 0.32642626 X95, SSR = 5.60E00 }
{ Function 153: X102 = 0.00555833 + 0.84904135 X106, SSR = 5.65E00 }
{ Function 154: X108 = 0.00556031 + 0.84912960 X106, SSR = 5.65E00 }
{ Function 155: X106 = 0.00170900 + 0.10279028 X109 + 0.68514561 X126, SSR = 5.66E00 }
{ Function 156: X24 = -0.00280195 + 0.77977383 X25 + 0.20727015 X48 + -0.08039371 X82, SSR = 5.66E00 }
{ Function 157: X49 = 0.46149721 + -0.19995851 X7 + -0.19731753 X22 + 0.12868146 X24 + -0.16079212 X45 + 0.40755419 X51 + 0.08936940 X72, SSR = 5.67E00 }
{ Function 158: X106 = 0.00185132 + 0.09405472 X110 + 0.69335008 X126, SSR = 5.73E00 }
{ Function 159: X94 = -0.00898604 + 0.47942420 X15 + 0.33832970 X95, SSR = 5.76E00 }
{ Function 160: X104 = 0.00744362 + 0.92844024 X106, SSR = 5.78E00 }
{ Function 161: X126 = 0.00410368 + 0.78728703 X106, SSR = 5.79E00 }
{ Function 162: X54 = -0.00480196 + 0.42257091 X76 + 0.71451935 X115, SSR = 5.81E00 }
{ Function 163: X48 = 0.38288151 + -0.13821244 X7 + -0.14387949 X22 + 0.12457574 X24 + -0.17651219 X45 + 0.46227100 X51 + 0.12157205 X72, SSR = 5.81E00 }
{ Function 164: X49 = 0.51153324 + -0.17877582 X7 + -0.20189271 X22 + -0.16239354 X45 + 0.42594118 X51 + 0.10575984 X72 + -0.08772887 X82, SSR = 5.83E00 }
{ Function 165: X64 = -0.00467395 + 0.86007887 X61 + 0.16946482 X73, SSR = 5.89E00 }
{ Function 166: X15 = 0.02167347 + 0.80788683 X54 + 0.43504042 X56, SSR = 5.93E00 }
{ Function 167: X24 = -0.03715888 + 0.80121694 X25 + -0.03601675 X35 + 0.23900988 X48, SSR = 5.94E00 }
{ Function 168: X49 = 0.27071908 + 0.18438304 X8 + 0.16324727 X17 + -0.14589922 X22 + -0.19432332 X43 + 0.49266546 X51 + 0.00149378 X72, SSR = 5.96E00 }
{ Function 169: X121 = 0.00721400 + 1.20426353 X105, SSR = 5.97E00 }
{ Function 170: X49 = 0.28895195 + -0.19443950 X7 + -0.16850709 X46 + 0.53602599 X50 + 0.16705004 X72, SSR = 6.07E00 }
{ Function 171: X24 = -0.05192810 + 0.70426335 X26 + 0.32401265 X48 + -0.11170466 X82, SSR = 6.11E00 }
{ Function 172: X88 = 0.05372920 + 0.92017138 X87, SSR = 6.12E00 }
{ Function 173: X49 = 0.28494100 + -0.19196993 X7 + -0.17103627 X45 + 0.54798708 X50 + 0.15945684 X72, SSR = 6.12E00 }
{ Function 174: X69 = 0.01708635 + 0.26366950 X68 + 0.76573100 X70, SSR = 6.17E00 }
{ Function 175: X49 = 0.26961208 + 0.17786411 X8 + 0.17439403 X17 + -0.13891931 X22 + -0.18300941 X46 + 0.49997911 X51 + -0.00501146 X72, SSR = 6.19E00 }
{ Function 176: X54 = 0.00993419 + 0.62625680 X94 + 0.65559990 X115, SSR = 6.20E00 }
{ Function 177: X49 = 0.26721641 + -0.19803350 X7 + -0.15137505 X43 + 0.53848860 X50 + 0.17998681 X72, SSR = 6.20E00 }
{ Function 178: X49 = 0.26651330 + 0.16773730 X8 + -0.15176001 X22 + 0.14115506 X24 + -0.19149938 X43 + 0.51251879 X51 + 0.02222503 X72, SSR = 6.22E00 }
{ Function 179: X121 = 0.00879205 + 1.40983460 X122, SSR = 6.24E00 }
{ Function 180: X47 = 0.15908485 + 0.47181202 X6 + 0.41115380 X67, SSR = 6.26E00 }
{ Function 181: X48 = 0.47682022 + -0.12658946 X7 + -0.18717987 X33 + -0.25982460 X43 + 0.45858048 X51 + 0.11749079 X72, SSR = 6.27E00 }
{ Function 182: X5 = 0.00522260 + 0.50067519 X56 + 0.73131910 X101 + 0.44718812 X118, SSR = 6.31E00 }
{ Function 183: X49 = 0.35467683 + 0.13708798 X8 + -0.16434129 X22 + -0.19471641 X43 + 0.52037038 X51 + 0.04918046 X72 + -0.09941708 X82, SSR = 6.31E00 }
{ Function 184: X48 = 0.49920086 + -0.12389713 X7 + -0.18725456 X33 + -0.26892034 X46 + 0.45417959 X51 + 0.10469502 X72, SSR = 6.33E00 }
{ Function 185: X24 = -0.04442410 + 0.81684438 X25 + -0.01707734 X35 + 0.22644880 X49, SSR = 6.38E00 }
{ Function 186: X68 = -0.18625491 + 0.74525757 X47 + 0.40076229 X73, SSR = 6.43E00 }
{ Function 187: X121 = -0.01198729 + 0.68605588 X32, SSR = 6.44E00 }
{ Function 188: X49 = 0.84362912 + 0.22090375 X17 + -0.10407898 X22 + -0.30905526 X46 + -0.48373041 X55 + 0.00713864 X72, SSR = 6.45E00 }
{ Function 189: X49 = 0.26209145 + 0.16056920 X8 + -0.14422886 X22 + 0.15318768 X24 + -0.17773306 X46 + 0.52164294 X51 + 0.01709412 X72, SSR = 6.47E00 }
{ Function 190: X49 = 0.12440011 + 0.17793970 X8 + -0.18169916 X46 + 0.59809519 X50 + 0.09739708 X72, SSR = 6.50E00 }
{ Function 191: X49 = 0.10776684 + 0.18796232 X8 + -0.17713498 X43 + 0.59247235 X50 + 0.10576230 X72, SSR = 6.50E00 }
{ Function 192: X121 = -0.01365778 + 0.69020907 X5, SSR = 6.51E00 }
{ Function 193: X49 = 0.24413765 + 0.17198230 X8 + 0.18631203 X17 + -0.13573050 X22 + -0.15874663 X45 + 0.52182223 X51 + -0.00714159 X72, SSR = 6.53E00 }
{ Function 194: X47 = 0.09646107 + 0.84675627 X69, SSR = 6.55E00 }
{ Function 195: X49 = 0.35678776 + 0.12705772 X8 + -0.15805327 X22 + -0.17986435 X46 + 0.53100645 X51 + 0.04656472 X72 + -0.10768538 X82, SSR = 6.58E00 }
{ Function 196: X24 = -0.08887468 + 0.72109494 X26 + -0.06624440 X35 + 0.36755651 X48, SSR = 6.60E00 }
{ Function 197: X24 = -0.02376895 + 0.80642911 X25 + -0.03985672 X35 + 0.19919497 X50, SSR = 6.61E00 }
{ Function 198: X121 = 0.01011058 + 1.43427103 X101, SSR = 6.62E00 }
{ Function 199: X49 = 0.82405450 + 0.20539712 X17 + -0.12328699 X22 + -0.29232801 X43 + -0.48164166 X55 + 0.02994887 X72, SSR = 6.64E00 }
{ Function 200: X121 = 0.00265653 + 0.39920724 X94 + 0.96678096 X115, SSR = 6.65E00 }
{ Function 201: X49 = 0.56105829 + -0.18603721 X7 + -0.23326759 X33 + -0.25623034 X43 + 0.40887233 X51 + 0.07742953 X72, SSR = 6.65E00 }
{ Function 202: X49 = 0.11110162 + 0.16851378 X8 + -0.16960114 X45 + 0.61920747 X50 + 0.09609387 X72, SSR = 6.71E00 }
{ Function 203: X49 = 0.58287743 + -0.18337737 X7 + -0.23331303 X33 + -0.26495367 X46 + 0.40467778 X51 + 0.06487444 X72, SSR = 6.72E00 }
{ Function 204: X87 = -0.03003410 + 1.01062098 X88, SSR = 6.72E00 }
{ Function 205: X48 = 0.47736588 + -0.12188647 X7 + -0.18512747 X33 + -0.25468197 X45 + 0.47891710 X51 + 0.10054437 X72, SSR = 6.78E00 }
{ Function 206: X49 = 0.23247913 + 0.15427468 X8 + -0.14031455 X22 + 0.16633740 X24 + -0.14996802 X45 + 0.54513426 X51 + 0.01665136 X72, SSR = 6.81E00 }
{ Function 207: X56 = 0.00071641 + 0.50950438 X5, SSR = 6.82E00 }
{ Function 208: X49 = 0.83742633 + 0.24681175 X17 + -0.09058518 X22 + -0.30850625 X45 + -0.49300242 X55 + -0.00612698 X72, SSR = 6.83E00 }
{ Function 209: X56 = -0.00219803 + 0.50346645 X15, SSR = 6.84E00 }
{ Function 210: X94 = 0.01054044 + 0.41174450 X95 + 0.85422677 X101, SSR = 6.85E00 }
{ Function 211: X49 = 0.39531248 + 0.17122820 X8 + -0.22308579 X33 + -0.27277078 X43 + 0.49562265 X51 + 0.00144130 X72, SSR = 6.85E00 }
{ Function 212: X94 = -0.00626316 + 0.33572516 X76 + 0.43517658 X95, SSR = 6.85E00 }
{ Function 213: X24 = -0.12269668 + 0.74342850 X26 + -0.02135898 X35 + 0.37531685 X49, SSR = 6.86E00 }
{ Function 214: X94 = 0.01041167 + 0.36093231 X95 + 0.88048937 X122, SSR = 6.87E00 }
{ Function 215: X56 = 0.01748954 + 1.02435086 X122, SSR = 6.94E00 }
{ Function 216: X49 = 0.33476483 + 0.11774664 X8 + -0.15495216 X22 + -0.15136784 X45 + 0.55567365 X51 + 0.04875424 X72 + -0.11772228 X82, SSR = 6.94E00 }
{ Function 217: X49 = 1.00834752 + -0.25544806 X33 + -0.40131023 X46 + -0.45178615 X55 + 0.00180835 X72, SSR = 6.95E00 }
{ Function 218: X94 = 0.00711401 + 0.42638407 X95 + 0.48334232 X121, SSR = 6.95E00 }
{ Function 219: X18 = 0.48073122 + -0.50792501 X14 + 0.58346577 X38, SSR = 6.99E00 }
{ Function 220: X49 = 0.83490101 + -0.11113914 X22 + 0.19260068 X24 + -0.31296029 X46 + -0.47601406 X55 + 0.03982741 X72, SSR = 7.06E00 }
{ Function 221: X69 = -0.00542135 + 0.18820865 X67 + 0.84371497 X70, SSR = 7.06E00 }
{ Function 222: X13 = -0.19855710 + 1.08292581 X12, SSR = 7.08E00 }
{ Function 223: X49 = 0.56613603 + -0.18145639 X7 + -0.23175781 X33 + -0.25573086 X45 + 0.42652390 X51 + 0.05939632 X72, SSR = 7.09E00 }
{ Function 224: X49 = 0.97597445 + -0.25714363 X33 + -0.38252550 X43 + -0.45795856 X55 + 0.02404571 X72, SSR = 7.09E00 }
{ Function 225: X48 = 0.77869582 + 0.23383602 X17 + -0.06557274 X22 + -0.33097974 X46 + -0.42173232 X55 + 0.06690593 X72, SSR = 7.09E00 }
{ Function 226: X49 = 0.41203837 + 0.15727744 X8 + -0.22417338 X33 + -0.26786076 X46 + 0.50369533 X51 + -0.00567634 X72, SSR = 7.15E00 }
{ Function 227: X49 = 0.81836803 + -0.13069504 X22 + 0.17688916 X24 + -0.29912769 X43 + -0.47388408 X55 + 0.06009127 X72, SSR = 7.17E00 }
{ Function 228: X14 = -0.03478449 + 0.97201553 X21, SSR = 7.23E00 }
{ Function 229: X65 = 0.96931961 + -0.53239693 X10 + -0.49519451 X96, SSR = 7.30E00 }
{ Function 230: X61 = 0.00388977 + 0.97044865 X64, SSR = 7.31E00 }
{ Function 231: X48 = 0.75661830 + 0.21772184 X17 + -0.08611148 X22 + -0.31137141 X43 + -0.41975045 X55 + 0.09170492 X72, SSR = 7.35E00 }
{ Function 232: X49 = 0.24201701 + -0.17235714 X7 + 0.24544673 X20 + -0.15285472 X43 + 0.50972348 X51 + 0.10901093 X72, SSR = 7.44E00 }
{ Function 233: X49 = 0.92246486 + -0.13191657 X22 + -0.32495896 X46 + -0.44487995 X55 + 0.07990716 X72 + -0.12480079 X82, SSR = 7.46E00 }
{ Function 234: X49 = 0.90051136 + -0.14816017 X22 + -0.31326843 X43 + -0.44449431 X55 + 0.09574327 X72 + -0.11729802 X82, SSR = 7.46E00 }
{ Function 235: X48 = 0.25020693 + -0.12571127 X7 + 0.13128381 X20 + -0.19418157 X43 + 0.54348796 X51 + 0.16173419 X72, SSR = 7.47E00 }
{ Function 236: X15 = 0.02863257 + 0.53655793 X56 + 0.74006117 X121, SSR = 7.49E00 }
{ Function 237: X56 = 0.01694363 + 0.83667286 X105, SSR = 7.51E00 }
{ Function 238: X112 = -0.00036324 + 0.52907960 X114, SSR = 7.54E00 }
{ Function 239: X49 = 0.82272336 + -0.09761286 X22 + 0.21870735 X24 + -0.30686754 X45 + -0.48529397 X55 + 0.03151327 X72, SSR = 7.55E00 }
{ Function 240: X48 = 0.77091923 + 0.26182210 X17 + -0.05127167 X22 + -0.32869059 X45 + -0.43184209 X55 + 0.05325074 X72, SSR = 7.56E00 }
{ Function 241: X24 = 0.19213442 + -0.30586641 X33 + 0.39618683 X36 + 0.34609689 X90, SSR = 7.57E00 }
{ Function 242: X49 = 0.24510391 + -0.17070195 X7 + 0.24347103 X20 + -0.14701449 X46 + 0.51363845 X51 + 0.10452304 X72, SSR = 7.58E00 }
{ Function 243: X48 = 0.26353344 + -0.12431219 X7 + 0.12594000 X20 + -0.19616269 X46 + 0.54393193 X51 + 0.15498887 X72, SSR = 7.59E00 }
{ Function 244: X70 = 0.09825176 + 0.85733696 X69, SSR = 7.59E00 }
{ Function 245: X24 = 0.21000536 + -0.32052356 X33 + 0.38087862 X36 + 0.29563693 X89, SSR = 7.61E00 }
{ Function 246: X56 = 0.00338331 + 0.48060794 X32, SSR = 7.62E00 }
{ Function 247: X24 = 0.26788055 + -0.36147077 X33 + 0.37913544 X36 + 0.30302348 X84, SSR = 7.63E00 }
{ Function 248: X24 = 0.13639585 + -0.27999868 X33 + 0.43589017 X42 + 0.31149746 X89, SSR = 7.64E00 }
{ Function 249: X24 = 0.11535582 + -0.26373820 X33 + 0.45395792 X42 + 0.36420218 X90, SSR = 7.65E00 }
{ Function 250: X54 = 0.01996626 + 1.46522438 X101, SSR = 7.70E00 }
{ Function 251: X24 = 0.27818791 + -0.37256016 X33 + 0.36878067 X36 + 0.29224989 X85, SSR = 7.70E00 }
{ Function 252: X49 = 0.38766247 + 0.14477369 X8 + -0.22346623 X33 + -0.24418665 X45 + 0.53771620 X51 + -0.00493527 X72, SSR = 7.74E00 }
{ Function 253: X49 = 1.01116028 + -0.25929545 X33 + -0.40165162 X45 + -0.45793272 X55 + -0.00287471 X72, SSR = 7.74E00 }
{ Function 254: X25 = 0.13918497 + -0.25218541 X33 + 0.47128506 X42 + 0.29555663 X86, SSR = 7.75E00 }
{ Function 255: X24 = 0.12299912 + -0.27153319 X33 + 0.44986262 X42 + 0.36626225 X88, SSR = 7.76E00 }
{ Function 256: X24 = 0.20035926 + -0.31458058 X33 + 0.39225725 X36 + 0.34574054 X88, SSR = 7.77E00 }
{ Function 257: X94 = 0.00980747 + 0.43794715 X95 + 0.61587790 X105, SSR = 7.77E00 }
{ Function 258: X121 = -0.00188759 + 0.77095272 X54, SSR = 7.81E00 }
{ Function 259: X49 = 0.21871696 + -0.16806270 X7 + 0.25073847 X20 + -0.12408495 X45 + 0.53247621 X51 + 0.10303852 X72, SSR = 7.82E00 }
{ Function 260: X32 = 0.02149080 + 0.43752359 X56 + 0.79958076 X121, SSR = 7.87E00 }
{ Function 261: X12 = 0.11172755 + 0.53323379 X11 + 0.35891507 X44, SSR = 7.88E00 }
{ Function 262: X69 = -0.03468630 + 1.01853285 X47, SSR = 7.88E00 }
{ Function 263: X5 = 0.01246789 + 0.46971803 X118 + 1.18033540 X122, SSR = 7.90E00 }
{ Function 264: X24 = 0.20120285 + -0.32677303 X33 + 0.43080897 X42 + 0.31494111 X84, SSR = 7.90E00 }
{ Function 265: X24 = -0.09153316 + 0.40443142 X42 + 0.23209632 X48 + -0.05310826 X82 + 0.41908900 X90, SSR = 7.91E00 }
{ Function 266: X48 = 0.23525043 + -0.12127055 X7 + 0.13351104 X20 + -0.17268710 X45 + 0.56608376 X51 + 0.15198604 X72, SSR = 7.94E00 }
{ Function 267: X49 = 0.10854012 + 0.14773281 X8 + 0.21608600 X20 + -0.17512538 X43 + 0.59908787 X51 + 0.04485294 X72, SSR = 7.95E00 }
{ Function 268: X24 = 0.28743610 + -0.38607428 X33 + 0.35647326 X36 + 0.28371659 X86, SSR = 7.95E00 }
{ Function 269: X24 = -0.06625614 + 0.71272481 X26 + -0.07646559 X35 + 0.31463384 X50, SSR = 7.97E00 }
{ Function 270: X48 = 0.94018902 + -0.22479406 X33 + -0.41947148 X46 + -0.38444055 X55 + 0.07516614 X72, SSR = 7.97E00 }
{ Function 271: X24 = 0.21425845 + -0.33958836 X33 + 0.41776177 X42 + 0.30341688 X85, SSR = 8.00E00 }
{ Function 272: X5 = 0.01277003 + 1.01622078 X105 + 0.44291152 X118, SSR = 8.01E00 }
{ Function 273: X36 = -0.11053641 + 1.06995171 X42, SSR = 8.04E00 }
{ Function 274: X48 = 0.77922854 + -0.08256428 X22 + 0.18352359 X24 + -0.34000758 X46 + -0.41145794 X55 + 0.10646981 X72, SSR = 8.04E00 }
{ Function 275: X24 = -0.09912088 + 0.40005903 X42 + 0.24615896 X48 + -0.04337461 X82 + 0.42776712 X88, SSR = 8.09E00 }
{ Function 276: X24 = -0.13095918 + 0.39617053 X42 + 0.25253237 X49 + 0.45575024 X90, SSR = 8.09E00 }
{ Function 277: X49 = 0.91893685 + -0.12210189 X22 + -0.31545251 X45 + -0.45072988 X55 + 0.07894016 X72 + -0.14143095 X82, SSR = 8.10E00 }
{ Function 278: X48 = 0.90637481 + -0.22656697 X33 + -0.39987437 X43 + -0.39088510 X55 + 0.09839543 X72, SSR = 8.13E00 }
{ Function 279: X67 = -0.13436809 + 0.63028524 X47 + 0.50764237 X73, SSR = 8.14E00 }
{ Function 280: X24 = -0.08466720 + 0.38628289 X42 + 0.24723865 X48 + -0.05105083 X82 + 0.36012975 X89, SSR = 8.18E00 }
{ Function 281: X48 = 0.76079275 + -0.10377860 X22 + 0.16667761 X24 + -0.32429947 X43 + -0.40924363 X55 + 0.12864714 X72, SSR = 8.19E00 }
{ Function 282: X54 = 0.01911933 + 1.39951157 X122, SSR = 8.20E00 }
{ Function 283: X49 = 0.10487408 + 0.13693333 X8 + 0.22153398 X20 + -0.15701638 X46 + 0.61148534 X51 + 0.04256438 X72, SSR = 8.22E00 }
{ Function 284: X24 = 0.22657038 + -0.35497175 X33 + 0.40198493 X42 + 0.29471061 X86, SSR = 8.27E00 }
{ Function 285: X64 = -0.03509091 + 0.17050025 X73 + 0.86388350 X96, SSR = 8.28E00 }
{ Function 286: X24 = -0.12923512 + 0.39114575 X42 + 0.25854039 X49 + 0.46131285 X88, SSR = 8.34E00 }
{ Function 287: X25 = 0.12926392 + -0.24500477 X33 + 0.50337898 X42 + 0.27730943 X85, SSR = 8.38E00 }
{ Function 288: X24 = -0.12115610 + 0.37509687 X42 + 0.26645553 X49 + 0.39225753 X89, SSR = 8.38E00 }
{ Function 289: X54 = 0.01457302 + 0.83243143 X121, SSR = 8.43E00 }
{ Function 290: X24 = -0.05134072 + 0.33510194 X36 + 0.25572310 X48 + -0.05416114 X82 + 0.42675721 X90, SSR = 8.45E00 }
{ Function 291: X54 = 0.01788022 + 1.17456316 X105, SSR = 8.48E00 }
{ Function 292: X49 = 0.06892313 + 0.12591419 X8 + 0.23732297 X20 + -0.11946294 X45 + 0.63866814 X51 + 0.04473786 X72, SSR = 8.56E00 }
{ Function 293: X32 = 0.02080857 + 0.30849825 X56 + 0.67356979 X94 + 0.46297844 X115, SSR = 8.64E00 }
{ Function 294: X60 = 0.06446596 + 0.91063246 X59, SSR = 8.66E00 }
{ Function 295: X48 = 0.76415011 + -0.06803526 X22 + 0.21237669 X24 + -0.33072335 X45 + -0.42182182 X55 + 0.09830484 X72, SSR = 8.68E00 }
{ Function 296: X24 = -0.09176092 + 0.32535616 X36 + 0.27503994 X49 + 0.46617606 X90, SSR = 8.68E00 }
{ Function 297: X24 = -0.05807767 + 0.32904930 X36 + 0.27037943 X48 + -0.04580584 X82 + 0.43409224 X88, SSR = 8.73E00 }
{ Function 298: X25 = 0.01056384 + 0.90419932 X24, SSR = 8.74E00 }
{ Function 299: X68 = -0.10133903 + 0.55077118 X69 + 0.52998827 X73, SSR = 8.76E00 }
{ Function 300: X76 = 0.00881196 + 0.86733027 X32 + 0.30447329 X118, SSR = 8.79E00 }
{ Function 301: X25 = 0.11944505 + -0.23882227 X33 + 0.52420679 X42 + 0.27134361 X84, SSR = 8.79E00 }
{ Function 302: X24 = -0.04506865 + 0.31684726 X36 + 0.27063103 X48 + -0.05319431 X82 + 0.36619056 X89, SSR = 8.80E00 }
{ Function 303: X90 = 0.06392971 + 0.92434144 X87, SSR = 8.85E00 }
{ Function 304: X76 = 0.01561060 + 1.06271742 X5, SSR = 8.87E00 }
{ Function 305: X25 = 0.22019066 + -0.29195344 X33 + 0.37844218 X36 + 0.30361930 X86, SSR = 8.91E00 }
{ Function 306: X24 = -0.02115945 + 0.37606204 X42 + 0.26556831 X48 + -0.09572676 X82 + 0.35491796 X84, SSR = 8.92E00 }
{ Function 307: X76 = 0.00392933 + 0.90763394 X15 + 0.22584463 X118, SSR = 8.94E00 }
{ Function 308: X48 = 0.94054590 + -0.22873908 X33 + -0.41609031 X45 + -0.39154390 X55 + 0.07188352 X72, SSR = 8.95E00 }
{ Function 309: X104 = 0.00211110 + 0.25211181 X103, SSR = 8.99E00 }
{ Function 310: X15 = 0.02753399 + 0.50932080 X56 + 0.72109948 X94, SSR = 8.99E00 }
{ Function 311: X24 = -0.01010469 + 0.35764849 X42 + 0.27249245 X48 + -0.10772999 X82 + 0.34141376 X85, SSR = 9.04E00 }
{ Function 312: X24 = -0.09032693 + 0.31823010 X36 + 0.28255114 X49 + 0.47130426 X88, SSR = 9.04E00 }
{ Function 313: X24 = -0.08370856 + 0.30401976 X36 + 0.28949463 X49 + 0.40134010 X89, SSR = 9.05E00 }
{ Function 314: X24 = -0.11924911 + 0.41915469 X42 + 0.20797895 X50 + 0.44736030 X90, SSR = 9.12E00 }
{ Function 315: X45 = 0.07911865 + 0.88553844 X43, SSR = 9.12E00 }
{ Function 316: X102 = 0.00183418 + 0.22276228 X103, SSR = 9.16E00 }
{ Function 317: X108 = 0.00183414 + 0.22279645 X103, SSR = 9.16E00 }
{ Function 318: X111 = 0.00235610 + 0.79380676 X114, SSR = 9.23E00 }
{ Function 319: X59 = -0.01709280 + 0.97263568 X60, SSR = 9.25E00 }
{ Function 320: X24 = -0.00172157 + 0.33315180 X42 + 0.28240154 X48 + -0.12082112 X82 + 0.33388699 X86, SSR = 9.27E00 }
{ Function 321: X96 = 0.04360450 + 0.94022550 X64, SSR = 9.32E00 }
