Output for File: data/1990 US Census/Dataset.data
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  
x128: -0.06  0.02  0.11  0.12  0.11  0.00  0.00  0.00  0.00  0.04 -0.04 -0.12  0.09 -0.09  0.30  0.11  0.14 -0.10  0.07  0.31 -0.23  0.26 -0.11  0.12 -0.15 -0.01  0.32 -0.09  0.15 -0.25  0.19 -0.10  0.06  0.08 -0.16  0.03  0.36 -0.12  0.02  0.01  0.01  0.02 -0.03 -0.10  0.09 -0.08  0.27  0.10  0.13 -0.29  0.29  0.35 -0.35  0.04 -0.01 -0.16  0.36  0.11  0.17 -0.17 -0.24  0.24  0.00  0.00  0.00  0.00  0.26  0.16 -0.01  0.00 -0.03 -0.32  0.06 -0.10  0.09 -0.08  0.27  0.10 -0.07  0.07 -0.08  0.25  0.08 -0.11  0.11 -0.08  0.28  0.11 -0.13  0.13 -0.23 -0.10  0.01 -0.01  0.08  0.23 -0.16  0.00  0.00  0.08 -0.03  0.03  0.08 -0.06  0.15 -0.03  0.08 -0.60  0.08  0.59  0.10  0.56  0.56  0.56  0.56  0.56  0.65  0.55  0.60  0.62  0.56  0.60  0.58  0.67  0.68  0.68  0.07  0.68  1.00  0.59  0.71  0.69  0.71  0.67  0.25 -0.16  0.21 -0.13 
x129: -0.09  0.02  0.13  0.14  0.13  0.00  0.00  0.00  0.00  0.07 -0.07 -0.11  0.00  0.01  0.27  0.14  0.17  0.00  0.07  0.23 -0.22  0.22 -0.16  0.09 -0.16  0.07  0.24 -0.12  0.12 -0.24  0.25 -0.12  0.11  0.07 -0.10 -0.03  0.38 -0.15  0.04  0.04  0.06 -0.10  0.03 -0.09  0.00  0.02  0.24  0.13  0.15 -0.30  0.30  0.40 -0.40 -0.06  0.02 -0.10  0.38  0.13  0.11 -0.11 -0.33  0.33  0.00  0.00  0.00  0.00  0.30  0.08 -0.03  0.02 -0.03 -0.30  0.02 -0.09  0.00  0.02  0.24  0.13 -0.06 -0.02  0.01  0.22  0.10 -0.09  0.01  0.04  0.23  0.14 -0.15  0.15 -0.23 -0.13  0.16 -0.16 -0.08  0.09 -0.24 -0.03  0.03  0.08 -0.06  0.07  0.06 -0.04  0.14 -0.02  0.08 -0.51  0.15  0.46  0.09  0.42  0.42  0.42  0.42  0.42  0.46  0.52  0.46  0.51  0.42  0.47  0.44  0.54  0.55  0.55  0.07  0.54  0.59  1.00  0.60  0.62  0.61  0.56  0.29 -0.15  0.22 -0.12 
x130: -0.06  0.03  0.13  0.13  0.12  0.00  0.00  0.00  0.00  0.04 -0.04 -0.06  0.01 -0.08  0.32  0.11  0.14 -0.11  0.06  0.30 -0.20  0.25 -0.08  0.06 -0.16 -0.02  0.29 -0.06  0.09 -0.24  0.18 -0.11  0.07  0.08 -0.15  0.02  0.35 -0.13  0.01 -0.01  0.01  0.03 -0.02 -0.04  0.01 -0.08  0.28  0.10  0.12 -0.27  0.27  0.33 -0.33  0.03 -0.01 -0.15  0.35  0.12  0.17 -0.17 -0.25  0.25  0.00  0.00  0.00  0.00  0.26  0.17  0.00  0.01 -0.03 -0.34  0.08 -0.04  0.01 -0.08  0.28  0.10 -0.02 -0.01 -0.07  0.25  0.07 -0.06  0.02 -0.08  0.34  0.11 -0.12  0.12 -0.21 -0.08  0.01 -0.01  0.11  0.27 -0.16  0.01 -0.01  0.07 -0.03  0.04  0.10 -0.09  0.14 -0.06  0.07 -0.60  0.07  0.56  0.12  0.62  0.61  0.61  0.61  0.61  0.65  0.58  0.65  0.66  0.61  0.65  0.62  0.68  0.70  0.70  0.06  0.70  0.71  0.60  1.00  0.69  0.73  0.69  0.26 -0.16  0.22 -0.14 
x131: -0.06  0.03  0.12  0.13  0.12  0.00  0.00  0.00  0.00  0.07 -0.07 -0.09  0.01 -0.07  0.31  0.19  0.22 -0.04  0.08  0.27 -0.23  0.24 -0.12  0.08 -0.17  0.01  0.27 -0.08  0.11 -0.27  0.20 -0.09  0.07  0.06 -0.16  0.02  0.37 -0.12  0.05  0.04  0.04 -0.03 -0.02 -0.07  0.01 -0.07  0.28  0.17  0.20 -0.30  0.30  0.38 -0.38 -0.01  0.03 -0.16  0.37  0.12  0.14 -0.14 -0.28  0.28  0.00  0.00  0.00  0.00  0.28  0.14 -0.01  0.01 -0.01 -0.32  0.05 -0.07  0.01 -0.07  0.28  0.17 -0.04 -0.01 -0.07  0.25  0.14 -0.08  0.02 -0.07  0.28  0.21 -0.20  0.20 -0.23 -0.13  0.07 -0.07  0.02  0.18 -0.20 -0.04  0.04  0.11 -0.07  0.07  0.06 -0.04  0.17 -0.01  0.11 -0.58  0.10  0.55  0.10  0.53  0.52  0.52  0.53  0.52  0.58  0.55  0.56  0.63  0.53  0.58  0.54  0.64  0.65  0.65  0.07  0.64  0.69  0.62  0.69  1.00  0.81  0.64  0.26 -0.15  0.22 -0.13 
x132: -0.05  0.03  0.11  0.11  0.10  0.00  0.00  0.00  0.00  0.06 -0.06 -0.04 -0.02 -0.08  0.30  0.14  0.18 -0.08  0.05  0.31 -0.22  0.22 -0.07  0.06 -0.17 -0.01  0.27 -0.05  0.09 -0.28  0.20 -0.08  0.05  0.06 -0.19  0.04  0.38 -0.11  0.02  0.02  0.03  0.03 -0.05 -0.03 -0.02 -0.08  0.26  0.13  0.16 -0.30  0.30  0.37 -0.37  0.04  0.01 -0.19  0.38  0.10  0.14 -0.14 -0.24  0.24  0.00  0.00  0.00  0.00  0.25  0.17 -0.01  0.06 -0.01 -0.36  0.08 -0.03 -0.02 -0.08  0.26  0.13 -0.01 -0.03 -0.08  0.24  0.10 -0.03  0.00 -0.08  0.28  0.15 -0.16  0.16 -0.24 -0.10  0.02 -0.02  0.10  0.25 -0.17 -0.02  0.02  0.10 -0.05  0.06  0.09 -0.07  0.17 -0.03  0.10 -0.65  0.12  0.60  0.11  0.63  0.62  0.62  0.63  0.62  0.64  0.57  0.64  0.66  0.63  0.67  0.64  0.73  0.74  0.74  0.09  0.74  0.71  0.61  0.73  0.81  1.00  0.73  0.28 -0.16  0.23 -0.13 
x133: -0.05  0.03  0.10  0.10  0.10  0.00  0.00  0.00  0.00  0.06 -0.06  0.02 -0.07 -0.09  0.30  0.07  0.11 -0.15 -0.02  0.37 -0.17  0.18  0.02  0.02 -0.16 -0.02  0.24  0.05  0.04 -0.27  0.17 -0.07  0.06  0.04 -0.19  0.05  0.37 -0.09 -0.04 -0.05  0.01  0.13 -0.05  0.03 -0.07 -0.09  0.27  0.06  0.09 -0.26  0.26  0.35 -0.35  0.09 -0.04 -0.19  0.37  0.10  0.07 -0.07 -0.14  0.14  0.00  0.00  0.00  0.00  0.26  0.18 -0.03  0.14 -0.05 -0.42  0.13  0.03 -0.07 -0.09  0.27  0.06  0.04 -0.08 -0.08  0.25  0.04  0.05 -0.06 -0.09  0.28  0.08 -0.09  0.09 -0.21 -0.04 -0.04  0.04  0.18  0.31 -0.12  0.04 -0.04  0.06 -0.01  0.02  0.14 -0.11  0.14 -0.07  0.06 -0.70  0.08  0.64  0.12  0.72  0.72  0.72  0.72  0.72  0.67  0.58  0.67  0.65  0.72  0.72  0.73  0.79  0.82  0.82  0.11  0.81  0.67  0.56  0.69  0.64  0.73  1.00  0.33 -0.06  0.23 -0.13 
x134:  0.01  0.01  0.05  0.05  0.05  0.00  0.00  0.00  0.00  0.01 -0.01  0.03 -0.06 -0.04  0.12  0.06  0.06  0.03  0.08  0.10 -0.15  0.08 -0.08  0.01 -0.11  0.08  0.10 -0.08  0.04 -0.14  0.21 -0.08  0.05  0.07 -0.05 -0.02  0.20 -0.10  0.00  0.05  0.05 -0.10  0.02  0.03 -0.06 -0.04  0.11  0.05  0.06 -0.21  0.21  0.19 -0.19  0.00 -0.03 -0.05  0.20  0.05  0.17 -0.17 -0.24  0.24  0.00  0.00  0.00  0.00  0.28  0.06  0.00 -0.05 -0.02 -0.21  0.01  0.03 -0.06 -0.04  0.11  0.05  0.04 -0.06 -0.04  0.10  0.04  0.04 -0.05 -0.03  0.11  0.05 -0.06  0.06 -0.17 -0.06  0.08 -0.08 -0.04  0.08 -0.16  0.03 -0.03  0.02  0.00  0.01  0.11 -0.07  0.08 -0.05  0.02 -0.29  0.24  0.17  0.02  0.15  0.15  0.15  0.15  0.15  0.16  0.20  0.18  0.20  0.15  0.19  0.18  0.22  0.23  0.22  0.10  0.22  0.25  0.29  0.26  0.26  0.28  0.33  1.00 -0.37  0.30 -0.13 
x135:  0.05 -0.01 -0.03 -0.03 -0.03  0.00  0.00  0.00  0.00 -0.07  0.07 -0.04  0.07  0.02 -0.09  0.00  0.00 -0.01 -0.05 -0.16  0.16 -0.05  0.00  0.02  0.13 -0.03 -0.06 -0.04  0.03  0.20 -0.09 -0.01  0.04 -0.03  0.16 -0.10 -0.14  0.00 -0.02 -0.07 -0.05 -0.01  0.10 -0.04  0.06  0.01 -0.08  0.00  0.00  0.21 -0.21 -0.14  0.14 -0.10 -0.01  0.16 -0.14 -0.03 -0.16  0.16  0.06 -0.06  0.00  0.00  0.00  0.00  0.06 -0.08 -0.06 -0.02  0.00  0.07 -0.06 -0.04  0.06  0.01 -0.08  0.00 -0.04  0.07  0.01 -0.07  0.01 -0.03  0.06  0.01 -0.08  0.00  0.00  0.00  0.19  0.14  0.03 -0.03 -0.06 -0.09  0.04  0.02 -0.02 -0.08  0.03 -0.03  0.01  0.02 -0.10 -0.01 -0.08  0.24 -0.15 -0.16 -0.02 -0.16 -0.16 -0.15 -0.15 -0.15 -0.13 -0.13 -0.14 -0.14 -0.15 -0.14 -0.14 -0.21 -0.20 -0.19  0.07 -0.19 -0.16 -0.15 -0.16 -0.15 -0.16 -0.06 -0.37  1.00 -0.15  0.25 
x136: -0.01  0.02  0.04  0.04  0.04  0.00  0.00  0.00  0.00  0.01 -0.01  0.02 -0.03 -0.05  0.11  0.05  0.06  0.00  0.02  0.12 -0.10  0.04 -0.02 -0.01 -0.09  0.02  0.07 -0.01  0.01 -0.12  0.13 -0.03  0.02  0.02 -0.08  0.02  0.16 -0.03 -0.01  0.02  0.03 -0.01 -0.02  0.02 -0.03 -0.05  0.10  0.04  0.05 -0.15  0.15  0.15 -0.15  0.04 -0.02 -0.08  0.16  0.04  0.11 -0.11 -0.09  0.09  0.00  0.00  0.00  0.00  0.12  0.15  0.01 -0.02 -0.02 -0.18  0.02  0.02 -0.03 -0.05  0.10  0.04  0.03 -0.04 -0.05  0.09  0.03  0.03 -0.03 -0.04  0.10  0.04 -0.05  0.05 -0.12 -0.05  0.01 -0.01  0.03  0.09 -0.08  0.02 -0.02  0.03  0.00  0.00  0.06 -0.05  0.06 -0.03  0.03 -0.26  0.16  0.19  0.02  0.17  0.17  0.17  0.17  0.17  0.17  0.20  0.18  0.20  0.17  0.19  0.21  0.22  0.22  0.22  0.05  0.22  0.21  0.22  0.22  0.22  0.23  0.23  0.30 -0.15  1.00 -0.32 
x137:  0.08 -0.01 -0.02 -0.02 -0.02  0.00  0.00  0.00  0.00 -0.12  0.12  0.04  0.04 -0.07 -0.10 -0.01 -0.01 -0.05 -0.05 -0.14  0.17 -0.07  0.03  0.02  0.13  0.00 -0.07 -0.05  0.04  0.22 -0.02 -0.04  0.07 -0.01  0.18 -0.13 -0.13 -0.03 -0.08 -0.11 -0.04  0.01  0.13  0.04  0.03 -0.08 -0.09 -0.01  0.00  0.21 -0.21 -0.15  0.15 -0.08 -0.08  0.18 -0.13 -0.02 -0.13  0.13  0.05 -0.05  0.00  0.00  0.00  0.00 -0.07  0.18 -0.06 -0.02  0.00  0.04 -0.06  0.04  0.03 -0.08 -0.09 -0.01  0.05  0.03 -0.08 -0.08  0.00  0.03  0.04 -0.06 -0.09 -0.01  0.00  0.00  0.20  0.14  0.02 -0.02 -0.05 -0.04  0.02  0.08 -0.08 -0.14  0.09 -0.08  0.05 -0.02 -0.14 -0.05 -0.14  0.23 -0.12 -0.16 -0.02 -0.15 -0.15 -0.14 -0.14 -0.14 -0.12 -0.13 -0.12 -0.13 -0.14 -0.12 -0.07 -0.20 -0.19 -0.18  0.07 -0.19 -0.13 -0.12 -0.14 -0.13 -0.13 -0.13 -0.13  0.25 -0.32  1.00 

{ Function 0: X56 = -0.00000000 + 1.00000000 X36, SSR = 4.28E-30 }
{ Function 1: X36 = -0.00000000 + 1.00000000 X56, SSR = 4.28E-30 }
{ Function 2: X55 = -0.00000000 + 1.00000000 X34, SSR = 4.17E-28 }
{ Function 3: X34 = -0.00000000 + 1.00000000 X55, SSR = 4.17E-28 }
{ Function 4: X46 = -0.00000000 + 1.00000000 X76, SSR = 6.14E-27 }
{ Function 5: X76 = -0.00000000 + 1.00000000 X46, SSR = 6.14E-27 }
{ Function 6: X59 = 1.00000000 + -1.00000000 X58, SSR = 5.02E-25 }
{ Function 7: X58 = 1.00000000 + -1.00000000 X59, SSR = 5.24E-25 }
{ Function 8: X52 = 1.00000000 + -1.00000000 X51, SSR = 1.62E-24 }
{ Function 9: X51 = 1.00000000 + -1.00000000 X52, SSR = 1.66E-24 }
{ Function 10: X92 = 1.00000000 + -1.00000000 X93, SSR = 1.00E-14 }
{ Function 11: X93 = 1.00000000 + -1.00000000 X92, SSR = 1.00E-14 }
{ Function 12: X88 = 1.00000000 + -1.00000000 X89, SSR = 1.00E-14 }
{ Function 13: X89 = 1.00000000 + -1.00000000 X88, SSR = 1.00E-14 }
{ Function 14: X97 = 1.00000000 + -1.00000000 X98, SSR = 1.00E-14 }
{ Function 15: X98 = 1.00000000 + -1.00000000 X97, SSR = 1.00E-14 }
{ Function 16: X74 = -0.00000000 + 1.00000000 X44, SSR = 1.00E-14 }
{ Function 17: X44 = 0.00000000 + 1.00000000 X74, SSR = 1.00E-14 }
{ Function 18: X75 = -0.00000000 + 1.00000000 X45, SSR = 1.00E-14 }
{ Function 19: X45 = 0.00000000 + 1.00000000 X75, SSR = 1.00E-14 }
{ Function 20: X9 = 1.00000000 + -1.00000000 X10, SSR = 1.00E-14 }
{ Function 21: X10 = 1.00000000 + -1.00000000 X9, SSR = 1.00E-14 }
{ Function 22: X48 = -0.00000000 + 1.00000000 X89, SSR = 2.00E-14 }
{ Function 23: X89 = 0.00000000 + 1.00000000 X48, SSR = 2.00E-14 }
{ Function 24: X60 = 1.00000000 + -1.00000000 X61, SSR = 2.00E-14 }
{ Function 25: X61 = 1.00000000 + -1.00000000 X60, SSR = 2.00E-14 }
{ Function 26: X49 = 1.00000000 + -1.00000000 X50, SSR = 2.00E-14 }
{ Function 27: X50 = 1.00000000 + -1.00000000 X49, SSR = 2.00E-14 }
{ Function 28: X47 = 0.00000000 + 1.00000000 X77, SSR = 2.00E-14 }
{ Function 29: X77 = -0.00000000 + 1.00000000 X47, SSR = 2.00E-14 }
{ Function 30: X43 = 0.00000000 + 1.00000000 X73, SSR = 2.00E-14 }
{ Function 31: X73 = -0.00000000 + 1.00000000 X43, SSR = 2.00E-14 }
{ Function 32: X48 = 1.00000000 + -1.00000000 X88, SSR = 3.00E-14 }
{ Function 33: X88 = 1.00000000 + -1.00000000 X48, SSR = 3.00E-14 }
{ Function 34: X106 = 0.00023003 + 0.99991817 X99, SSR = 1.90E-01 }
{ Function 35: X99 = -0.00008297 + 1.00002547 X106, SSR = 1.90E-01 }
{ Function 36: X54 = 0.99451761 + -0.99482846 X97, SSR = 3.07E-01 }
{ Function 37: X54 = -0.00031085 + 0.99482846 X98, SSR = 3.07E-01 }
{ Function 38: X97 = 0.99932872 + -1.00189492 X54, SSR = 3.09E-01 }
{ Function 39: X98 = 0.00067128 + 1.00189492 X54, SSR = 3.09E-01 }
{ Function 40: X35 = 0.98786846 + -0.99368495 X42 + 0.01114781 X53, SSR = 5.84E-01 }
{ Function 41: X42 = 0.99352656 + -0.99597235 X35, SSR = 5.90E-01 }
{ Function 42: X46 = -0.00146756 + 0.88394003 X14, SSR = 8.22E-01 }
{ Function 43: X76 = -0.00146756 + 0.88394003 X14, SSR = 8.22E-01 }
{ Function 44: X14 = 0.00188040 + 1.10257049 X46, SSR = 1.03E00 }
{ Function 45: X14 = 0.00188040 + 1.10257049 X76, SSR = 1.03E00 }
{ Function 46: X46 = 0.00111000 + 0.89081929 X81, SSR = 1.31E00 }
{ Function 47: X76 = 0.00111000 + 0.89081929 X81, SSR = 1.31E00 }
{ Function 48: X81 = -0.00089893 + 1.07726693 X46, SSR = 1.58E00 }
{ Function 49: X81 = -0.00089893 + 1.07726693 X76, SSR = 1.58E00 }
{ Function 50: X47 = -0.00086322 + 0.81669588 X15, SSR = 1.61E00 }
{ Function 51: X77 = -0.00086322 + 0.81669588 X15, SSR = 1.61E00 }
{ Function 52: X15 = 0.00157293 + 1.18480251 X47, SSR = 2.33E00 }
{ Function 53: X15 = 0.00157293 + 1.18480251 X77, SSR = 2.33E00 }
{ Function 54: X82 = -0.00089651 + 0.87130685 X77, SSR = 2.34E00 }
{ Function 55: X82 = -0.00089651 + 0.87130685 X47, SSR = 2.34E00 }
{ Function 56: X31 = 0.02130441 + 0.98991781 X37, SSR = 2.36E00 }
{ Function 57: X37 = -0.00743687 + 0.99363580 X31, SSR = 2.37E00 }
{ Function 58: X81 = -0.00246268 + 0.95057358 X14, SSR = 2.66E00 }
{ Function 59: X14 = 0.00311690 + 0.98047287 X81, SSR = 2.75E00 }
{ Function 60: X77 = 0.00173060 + 1.08051551 X82, SSR = 2.90E00 }
{ Function 61: X47 = 0.00173060 + 1.08051551 X82, SSR = 2.90E00 }
{ Function 62: X75 = -0.00099330 + 0.94310514 X13, SSR = 2.95E00 }
{ Function 63: X45 = -0.00099330 + 0.94310514 X13, SSR = 2.95E00 }
{ Function 64: X13 = 0.00129370 + 1.04815604 X75, SSR = 3.28E00 }
{ Function 65: X13 = 0.00129370 + 1.04815604 X45, SSR = 3.28E00 }
{ Function 66: X75 = 0.00153434 + 0.94703713 X80, SSR = 3.47E00 }
{ Function 67: X45 = 0.00153434 + 0.94703713 X80, SSR = 3.47E00 }
{ Function 68: X80 = -0.00133853 + 1.04167170 X75, SSR = 3.82E00 }
{ Function 69: X80 = -0.00133853 + 1.04167170 X45, SSR = 3.82E00 }
{ Function 70: X82 = -0.00148826 + 0.70215503 X15, SSR = 4.52E00 }
{ Function 71: X47 = -0.00078029 + 0.75960919 X87, SSR = 5.13E00 }
{ Function 72: X77 = -0.00078029 + 0.75960919 X87, SSR = 5.13E00 }
{ Function 73: X86 = 0.00181870 + 0.84829206 X46, SSR = 5.14E00 }
{ Function 74: X86 = 0.00181870 + 0.84829206 X76, SSR = 5.14E00 }
{ Function 75: X48 = -0.00328987 + 0.86354593 X16, SSR = 5.17E00 }
{ Function 76: X89 = -0.00328987 + 0.86354593 X16, SSR = 5.17E00 }
{ Function 77: X88 = 1.00328987 + -0.86354593 X16, SSR = 5.17E00 }
{ Function 78: X86 = 0.00053593 + 0.75350301 X14, SSR = 5.51E00 }
{ Function 79: X74 = -0.00144606 + 0.92030739 X12, SSR = 5.83E00 }
{ Function 80: X44 = -0.00144606 + 0.92030739 X12, SSR = 5.83E00 }
{ Function 81: X46 = -0.00037168 + 0.96581348 X86, SSR = 5.85E00 }
{ Function 82: X76 = -0.00037168 + 0.96581348 X86, SSR = 5.85E00 }
{ Function 83: X35 = -0.16328462 + 0.13063068 X37 + 0.65230218 X53 + 0.14320026 X106, SSR = 5.98E00 }
{ Function 84: X35 = -0.16326080 + 0.13059083 X37 + 0.65234600 X53 + 0.14319463 X99, SSR = 5.98E00 }
{ Function 85: X56 = 0.59520835 + -0.59873849 X52, SSR = 6.02E00 }
{ Function 86: X36 = 0.59520835 + -0.59873849 X52, SSR = 6.02E00 }
{ Function 87: X56 = -0.00353014 + 0.59873849 X51, SSR = 6.02E00 }
{ Function 88: X36 = -0.00353014 + 0.59873849 X51, SSR = 6.02E00 }
{ Function 89: X35 = -0.16319288 + 0.12495380 X31 + 0.65932724 X53 + 0.14273761 X106, SSR = 6.12E00 }
{ Function 90: X35 = -0.16317340 + 0.12492697 X31 + 0.65936358 X53 + 0.14273134 X99, SSR = 6.12E00 }
{ Function 91: X16 = 0.00467640 + 1.13171733 X89, SSR = 6.77E00 }
{ Function 92: X16 = 1.13639373 + -1.13171733 X88, SSR = 6.77E00 }
{ Function 93: X16 = 0.00467640 + 1.13171734 X48, SSR = 6.77E00 }
{ Function 94: X12 = 0.00238808 + 1.07237270 X74, SSR = 6.79E00 }
{ Function 95: X12 = 0.00238808 + 1.07237270 X44, SSR = 6.79E00 }
{ Function 96: X31 = 0.44670687 + -0.89266951 X33 + 0.59019522 X35, SSR = 6.80E00 }
{ Function 97: X15 = 0.00031181 + 0.91852265 X87, SSR = 6.93E00 }
{ Function 98: X87 = 0.00144370 + 0.98377158 X15, SSR = 7.43E00 }
{ Function 99: X31 = 1.03416433 + -0.89146570 X33 + -0.58807300 X42, SSR = 7.54E00 }
{ Function 100: X32 = 0.54427293 + -0.58066997 X35, SSR = 7.66E00 }
{ Function 101: X80 = -0.00234555 + 0.98114842 X13, SSR = 7.73E00 }
{ Function 102: X13 = 0.00292638 + 0.99137208 X80, SSR = 7.81E00 }
{ Function 103: X14 = 0.00142731 + 1.07008041 X86, SSR = 7.82E00 }
{ Function 104: X86 = 0.00299958 + 0.72315065 X81, SSR = 7.96E00 }
{ Function 105: X87 = 0.00279989 + 1.18026684 X47, SSR = 7.97E00 }
{ Function 106: X87 = 0.00279989 + 1.18026684 X77, SSR = 7.97E00 }
{ Function 107: X15 = 0.00380067 + 1.26321853 X82, SSR = 8.13E00 }
{ Function 108: X32 = -0.03363850 + 0.57826363 X42, SSR = 8.41E00 }
{ Function 109: X35 = 0.48700990 + 0.22831477 X37 + 0.15127844 X39 + 0.22305887 X53 + -0.61057657 X55, SSR = 8.90E00 }
{ Function 110: X35 = 0.48700990 + -0.61057657 X34 + 0.22831477 X37 + 0.15127844 X39 + 0.22305887 X53, SSR = 8.90E00 }
{ Function 111: X35 = 0.47691225 + 0.22042019 X31 + 0.15275514 X39 + 0.24067110 X53 + -0.60003015 X55, SSR = 9.24E00 }
{ Function 112: X35 = 0.47691225 + 0.22042019 X31 + -0.60003015 X34 + 0.15275514 X39 + 0.24067110 X53, SSR = 9.24E00 }
{ Function 113: X37 = 0.43373080 + -0.87992287 X33 + 0.59000202 X35, SSR = 9.33E00 }
{ Function 114: X82 = -0.00099635 + 0.62991474 X87, SSR = 9.42E00 }
{ Function 115: X55 = 0.00011147 + 0.34858552 X29 + 0.74257453 X42, SSR = 1.00E01 }
{ Function 116: X34 = 0.00011147 + 0.34858552 X29 + 0.74257453 X42, SSR = 1.00E01 }
{ Function 117: X37 = 1.02063326 + -0.87899011 X33 + -0.58656668 X42, SSR = 1.03E01 }
{ Function 118: X55 = 0.73133010 + 0.36376916 X29 + -0.73301577 X35, SSR = 1.05E01 }
{ Function 119: X34 = 0.73133010 + 0.36376916 X29 + -0.73301577 X35, SSR = 1.05E01 }
{ Function 120: X42 = 0.32894313 + -0.27167118 X37 + -0.06202041 X39 + 0.80487565 X55, SSR = 1.07E01 }
{ Function 121: X42 = 0.32894313 + 0.80487565 X34 + -0.27167118 X37 + -0.06202041 X39, SSR = 1.07E01 }
{ Function 122: X81 = -0.00092678 + 0.99565840 X86, SSR = 1.10E01 }
{ Function 123: X54 = -0.02173798 + 0.13696742 X39 + 0.72578464 X101, SSR = 1.10E01 }
{ Function 124: X43 = 0.08382837 + 0.92286648 X11, SSR = 1.10E01 }
{ Function 125: X73 = 0.08382837 + 0.92286648 X11, SSR = 1.10E01 }
{ Function 126: X97 = 1.02033376 + -0.13373247 X39 + -0.73169545 X101, SSR = 1.13E01 }
{ Function 127: X98 = -0.02033376 + 0.13373247 X39 + 0.73169545 X101, SSR = 1.13E01 }
{ Function 128: X82 = -0.00254037 + 0.30934971 X16, SSR = 1.14E01 }
{ Function 129: X82 = 0.35279325 + -0.35401615 X88, SSR = 1.15E01 }
{ Function 130: X82 = -0.00122290 + 0.35401615 X89, SSR = 1.15E01 }
{ Function 131: X82 = -0.00122290 + 0.35401615 X48, SSR = 1.15E01 }
{ Function 132: X42 = 0.31951870 + -0.26165698 X31 + 0.81300665 X34 + -0.05556963 X39, SSR = 1.15E01 }
{ Function 133: X42 = 0.31951870 + -0.26165698 X31 + -0.05556963 X39 + 0.81300665 X55, SSR = 1.15E01 }
{ Function 134: X52 = 0.97730975 + -1.16527681 X36, SSR = 1.17E01 }
{ Function 135: X52 = 0.97730975 + -1.16527681 X56, SSR = 1.17E01 }
{ Function 136: X51 = 0.02269025 + 1.16527681 X36, SSR = 1.17E01 }
{ Function 137: X51 = 0.02269025 + 1.16527681 X56, SSR = 1.17E01 }
{ Function 138: X11 = -0.07615623 + 1.06730931 X43, SSR = 1.27E01 }
{ Function 139: X11 = -0.07615623 + 1.06730931 X73, SSR = 1.27E01 }
{ Function 140: X47 = -0.00167118 + 0.34990718 X16, SSR = 1.31E01 }
{ Function 141: X77 = -0.00167118 + 0.34990718 X16, SSR = 1.31E01 }
{ Function 142: X54 = -0.45477369 + 0.18072815 X38, SSR = 1.33E01 }
{ Function 143: X98 = -0.45588782 + 0.18136692 X38, SSR = 1.34E01 }
{ Function 144: X97 = 1.45588782 + -0.18136692 X38, SSR = 1.34E01 }
{ Function 145: X35 = 0.60233833 + 0.15542974 X31 + -1.17494013 X32 + 0.21796424 X53, SSR = 1.35E01 }
{ Function 146: X35 = 0.62299579 + -1.19495628 X32 + 0.13970774 X37 + 0.21317369 X53, SSR = 1.39E01 }
{ Function 147: X79 = -0.00345796 + 0.91079890 X44, SSR = 1.39E01 }
{ Function 148: X79 = -0.00345796 + 0.91079890 X74, SSR = 1.39E01 }
{ Function 149: X47 = -0.00002558 + 0.39571393 X89, SSR = 1.40E01 }
{ Function 150: X47 = 0.39568836 + -0.39571393 X88, SSR = 1.40E01 }
{ Function 151: X77 = -0.00002558 + 0.39571393 X89, SSR = 1.40E01 }
{ Function 152: X77 = 0.39568836 + -0.39571393 X88, SSR = 1.40E01 }
{ Function 153: X47 = -0.00002558 + 0.39571393 X48, SSR = 1.40E01 }
{ Function 154: X77 = -0.00002558 + 0.39571393 X48, SSR = 1.40E01 }
{ Function 155: X74 = 0.06834635 + 0.98358748 X79 + -0.06738945 X83, SSR = 1.40E01 }
{ Function 156: X44 = 0.06834635 + 0.98358748 X79 + -0.06738945 X83, SSR = 1.40E01 }
{ Function 157: X101 = 0.00307373 + 0.99076951 X54, SSR = 1.55E01 }
{ Function 158: X101 = 0.00263930 + 0.98680054 X98, SSR = 1.55E01 }
{ Function 159: X101 = 0.98943984 + -0.98680054 X97, SSR = 1.55E01 }
{ Function 160: X20 = 0.64272551 + -0.15283222 X39 + -0.60165481 X50, SSR = 1.63E01 }
{ Function 161: X20 = 0.04107070 + -0.15283222 X39 + 0.60165481 X49, SSR = 1.63E01 }
{ Function 162: X54 = 0.56133601 + 0.18705990 X39 + -0.58648953 X100, SSR = 1.77E01 }
{ Function 163: X17 = 0.04593876 + 0.35906086 X39, SSR = 1.78E01 }
