Output for File: data/Communities and Crime Unnormalized/CommViolPredUnnormalizedData.txt
Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  x138  x139  x140  x141  x142  x143  x144  x145  x146  
{ Function 672: X135 = 122.73621745 + 0.03215975 X56, SSR = 1.67E09 }
{ Function 673: X137 = 264.55600773 + 5.10004337 X97 + 14.09201387 X123, SSR = 1.73E09 }
{ Function 674: X137 = 363.29910596 + 51.11625561 X129, SSR = 1.84E09 }
{ Function 675: X133 = -336.29486737 + 0.26895133 X139, SSR = 1.97E09 }
{ Function 676: X135 = 86.71444823 + 0.00608655 X107, SSR = 1.99E09 }
{ Function 677: X141 = 186.98834729 + 1.38327419 X133, SSR = 2.02E09 }
{ Function 678: X141 = 165.47625240 + 4.53435013 X103, SSR = 2.11E09 }
{ Function 679: X135 = 120.12571410 + 3.05414993 X96, SSR = 2.12E09 }
{ Function 680: X135 = 35.90465507 + 9.74113741 X143, SSR = 2.16E09 }
{ Function 681: X141 = -354.00783868 + 0.40754519 X139, SSR = 2.26E09 }
{ Function 682: X25 = -2354.49388378 + 85.65166931 X20 + 0.80995273 X26 + 2.39910735 X88, SSR = 2.28E09 }
{ Function 683: X137 = 332.33357665 + 0.19980784 X54, SSR = 2.33E09 }
{ Function 684: X133 = -35.39603679 + 0.00699080 X107, SSR = 2.36E09 }
{ Function 685: X141 = 175.78330836 + 5.07901955 X105, SSR = 2.39E09 }
{ Function 686: X137 = 281.66588632 + 1.47419186 X135, SSR = 2.50E09 }
{ Function 687: X135 = -124.56511215 + 0.25691195 X76, SSR = 2.52E09 }
{ Function 688: X135 = 159.06827205 + 40.66527419 X117, SSR = 2.62E09 }
{ Function 689: X141 = 176.18953913 + 0.00006820 X124, SSR = 2.67E09 }
{ Function 690: X137 = -21.87137314 + 0.44731822 X76, SSR = 2.67E09 }
{ Function 691: X141 = 14.17770553 + 1.54589318 X135, SSR = 2.68E09 }
{ Function 692: X137 = 433.52735631 + 4.22597696 X103, SSR = 2.85E09 }
{ Function 693: X137 = 455.75477206 + 1.28004157 X133, SSR = 3.04E09 }
{ Function 694: X137 = 441.18761973 + 0.00006403 X124, SSR = 3.07E09 }
{ Function 695: X133 = -83.28574956 + 10.83511966 X143, SSR = 3.11E09 }
{ Function 696: X137 = 443.46606135 + 4.72863875 X105, SSR = 3.14E09 }
{ Function 697: X141 = 103.82416839 + 0.01054524 X107, SSR = 3.34E09 }
{ Function 698: X135 = -64.53733517 + 15.31320857 X131, SSR = 3.42E09 }
{ Function 699: X141 = 175.67702465 + 0.05421394 X56, SSR = 3.49E09 }
{ Function 700: X133 = -257.50366017 + 0.28332028 X76, SSR = 3.69E09 }
{ Function 701: X26 = 1308.31353903 + 0.93143576 X25 + 0.01281654 X87, SSR = 3.77E09 }
{ Function 702: X137 = 375.78250734 + 0.00983539 X107, SSR = 3.90E09 }
{ Function 703: X139 = 307.41713827 + 2.40371329 X137, SSR = 4.04E09 }
{ Function 704: X141 = 18.80145979 + 16.77551131 X143, SSR = 4.06E09 }
{ Function 705: X141 = 165.06806413 + 5.24132000 X96, SSR = 4.11E09 }
{ Function 706: X141 = -275.98168000 + 0.45297905 X76, SSR = 4.26E09 }
{ Function 707: X137 = 60.84390504 + 27.52023931 X131, SSR = 4.35E09 }
{ Function 708: X133 = -202.39588248 + 17.32368455 X131, SSR = 4.45E09 }
{ Function 709: X137 = 296.45431830 + 15.64723503 X143, SSR = 4.53E09 }
{ Function 710: X141 = 224.13151760 + 71.69487507 X117, SSR = 4.57E09 }
{ Function 711: X137 = 436.18250817 + 4.83952842 X96, SSR = 4.90E09 }
{ Function 712: X137 = 455.16845104 + 0.04859393 X56, SSR = 5.35E09 }
{ Function 713: X137 = 495.30376708 + 65.07243606 X117, SSR = 5.84E09 }
{ Function 714: X141 = -193.31589848 + 27.91164730 X131, SSR = 5.92E09 }
{ Function 715: X139 = 230.00801790 + 0.03585840 X5, SSR = 8.55E09 }
{ Function 716: X139 = 432.06957158 + 0.03566931 X15, SSR = 8.66E09 }
{ Function 717: X24 = 5617.01779761 + 0.88341583 X17 + 204.39579322 X36 + -115.46154984 X82, SSR = 9.92E09 }
{ Function 718: X139 = 729.85784934 + 0.18507488 X32, SSR = 1.02E10 }
{ Function 719: X25 = -832.75181852 + 0.41238060 X24, SSR = 1.09E10 }
{ Function 720: X76 = 260.89791431 + 1.95666857 X137, SSR = 1.17E10 }
{ Function 721: X76 = 40.86853098 + 0.79986558 X139, SSR = 1.19E10 }
{ Function 722: X139 = 916.22624255 + 11.71698347 X97 + 35.15333599 X123, SSR = 1.22E10 }
{ Function 723: X139 = 990.28119953 + 2.21796300 X141, SSR = 1.23E10 }
{ Function 724: X76 = 629.55540840 + 5.41085856 X97 + 35.59560014 X123, SSR = 1.35E10 }
{ Function 725: X25 = 1250.59147826 + 0.31918492 X17 + 152.03840894 X36, SSR = 1.35E10 }
{ Function 726: X76 = 201.36439746 + 0.02912393 X5, SSR = 1.50E10 }
{ Function 727: X76 = 599.43078769 + 0.15135822 X32, SSR = 1.51E10 }
{ Function 728: X76 = 365.99267883 + 0.02895955 X15, SSR = 1.52E10 }
{ Function 729: X17 = -7657.79486754 + 0.87574139 X24 + 90.98160217 X48, SSR = 1.52E10 }
{ Function 730: X26 = 1368.67711131 + 0.32338328 X24 + 0.04079506 X87, SSR = 1.54E10 }
{ Function 731: X17 = -5244.77145267 + 0.89223034 X24 + 51.49424386 X49, SSR = 1.58E10 }
{ Function 732: X17 = -5406.14980929 + 0.89568239 X24 + 45.09331928 X50, SSR = 1.59E10 }
{ Function 733: X24 = 9667.21750651 + 0.97075434 X17 + -125.57447874 X35, SSR = 1.60E10 }
{ Function 734: X139 = 227.26622794 + 1.09099854 X76, SSR = 1.63E10 }
{ Function 735: X139 = 1187.92477661 + 121.93631140 X129, SSR = 1.64E10 }
{ Function 736: X26 = 2987.26097907 + 0.24587576 X17 + 129.50331445 X36 + 0.03953348 X87, SSR = 1.66E10 }
{ Function 737: X54 = 512.86022917 + 21.06735344 X103, SSR = 1.67E10 }
{ Function 738: X54 = -641.90785829 + 0.36666850 X32, SSR = 1.68E10 }
{ Function 739: X76 = 815.77381538 + 1.80738002 X141, SSR = 1.70E10 }
{ Function 740: X139 = 978.09162140 + 3.56315662 X135, SSR = 1.73E10 }
{ Function 741: X25 = 409.93636455 + 233.50454235 X20 + 0.03425272 X86, SSR = 1.73E10 }
{ Function 742: X25 = 573.54615591 + 237.82828785 X20 + 0.04089186 X85, SSR = 1.75E10 }
{ Function 743: X25 = 1654.11420256 + 351.22663704 X42 + 0.03573542 X85, SSR = 1.77E10 }
{ Function 744: X25 = 1575.23624483 + 363.26853373 X42 + 0.04262629 X84, SSR = 1.79E10 }
{ Function 745: X76 = 969.85471543 + 100.26215509 X129, SSR = 1.84E10 }
{ Function 746: X25 = 1654.71384287 + 341.94700407 X42 + 0.02960921 X86, SSR = 1.84E10 }
{ Function 747: X54 = 553.45201395 + 23.70690977 X105, SSR = 1.86E10 }
{ Function 748: X76 = 953.07544872 + 0.02034741 X107, SSR = 1.87E10 }
{ Function 749: X25 = 679.31514912 + 242.87545134 X20 + 0.04845981 X84, SSR = 1.87E10 }
{ Function 750: X25 = -1781.59908973 + 376.65844864 X42 + 15.77433445 X89, SSR = 1.88E10 }
{ Function 751: X139 = 1114.21297409 + 0.47656303 X54, SSR = 1.92E10 }
{ Function 752: X26 = 2685.22570809 + 345.38867873 X42 + 0.03659969 X85, SSR = 1.92E10 }
{ Function 753: X26 = 2733.07208494 + 329.62165565 X42 + 0.03121606 X86, SSR = 1.92E10 }
{ Function 754: X25 = -2970.41477889 + 386.09622090 X42 + 15.32001755 X92, SSR = 1.94E10 }
{ Function 755: X139 = 1346.35877580 + 10.19857679 X103, SSR = 1.97E10 }
{ Function 756: X26 = 2578.12169160 + 361.02122156 X42 + 0.04290458 X84, SSR = 1.98E10 }
{ Function 757: X25 = -1913.42206048 + 378.94528001 X42 + 12.94863270 X90, SSR = 2.00E10 }
{ Function 758: X139 = 1362.77802567 + 0.00015493 X124, SSR = 2.04E10 }
{ Function 759: X26 = 368.63971879 + 337.85926817 X42 + 0.03359504 X87 + 11.12175272 X89, SSR = 2.04E10 }
{ Function 760: X25 = -1341.10675986 + 408.68103635 X42 + 16.41398265 X88, SSR = 2.05E10 }
{ Function 761: X26 = -423.56613637 + 341.50605207 X42 + 0.03510898 X87 + 10.70798660 X92, SSR = 2.07E10 }
{ Function 762: X54 = 222.94799489 + 247.07327120 X129, SSR = 2.07E10 }
{ Function 763: X25 = 5937.99021157 + 224.80023980 X36 + 0.03963255 X85, SSR = 2.08E10 }
{ Function 764: X139 = 1368.82315697 + 11.43435719 X105, SSR = 2.09E10 }
{ Function 765: X25 = 5984.71334485 + 235.31918385 X36 + 0.04727491 X84, SSR = 2.10E10 }
{ Function 766: X76 = 1102.78764280 + 8.35136441 X103, SSR = 2.12E10 }
{ Function 767: X76 = 914.96196884 + 0.38918441 X54, SSR = 2.13E10 }
{ Function 768: X76 = 1118.06119587 + 9.40992297 X105, SSR = 2.13E10 }
{ Function 769: X25 = 5827.26953005 + 215.44549628 X36 + 0.03309120 X86, SSR = 2.14E10 }
{ Function 770: X26 = 6730.42225652 + 209.93033344 X36 + 0.03438617 X86, SSR = 2.18E10 }
{ Function 771: X26 = 6866.75189343 + 223.60282615 X36 + 0.04018977 X85, SSR = 2.19E10 }
{ Function 772: X25 = 2444.52127548 + 244.95703585 X36 + 17.52720314 X89, SSR = 2.22E10 }
{ Function 773: X139 = 1405.83346786 + 3.06460742 X133, SSR = 2.25E10 }
{ Function 774: X26 = 6926.16851381 + 236.47761600 X36 + 0.04722991 X84, SSR = 2.25E10 }
{ Function 775: X25 = 1173.53589859 + 253.03886791 X36 + 17.14113554 X92, SSR = 2.26E10 }
{ Function 776: X25 = -2359.84576118 + 241.73235724 X20 + 17.23853387 X89, SSR = 2.28E10 }
{ Function 777: X26 = -806.08340150 + 387.70092413 X42 + 12.20865645 X90, SSR = 2.30E10 }
{ Function 778: X26 = 4215.71828433 + 214.69909568 X36 + 0.03705816 X87 + 12.37550644 X89, SSR = 2.32E10 }
{ Function 779: X26 = 3311.24218773 + 218.56036554 X36 + 0.03807345 X87 + 12.08720064 X92, SSR = 2.34E10 }
{ Function 780: X25 = -3704.92478180 + 249.36276783 X20 + 16.74807291 X92, SSR = 2.34E10 }
{ Function 781: X25 = 2298.32833119 + 244.92539354 X36 + 14.52430707 X90, SSR = 2.34E10 }
{ Function 782: X76 = 1124.06856647 + 0.00012530 X124, SSR = 2.34E10 }
{ Function 783: X25 = -2656.68622687 + 243.66257235 X20 + 14.41385473 X90, SSR = 2.35E10 }
{ Function 784: X54 = 627.12422097 + 6.36673750 X133, SSR = 2.35E10 }
{ Function 785: X25 = 3359.04868569 + 269.69114867 X36 + 18.26318404 X88, SSR = 2.44E10 }
{ Function 786: X76 = 341.05895081 + 55.37834078 X131, SSR = 2.46E10 }
{ Function 787: X139 = 1206.05565255 + 0.02376003 X107, SSR = 2.55E10 }
{ Function 788: X26 = 3494.00751803 + 253.75425219 X36 + 13.69914075 X90, SSR = 2.63E10 }
{ Function 789: X76 = 825.47909940 + 31.13881298 X143, SSR = 2.68E10 }
{ Function 790: X76 = 850.58761072 + 2.76570787 X135, SSR = 2.71E10 }
{ Function 791: X139 = 447.70565453 + 66.38540346 X131, SSR = 2.85E10 }
{ Function 792: X139 = 1016.91054137 + 37.71598755 X143, SSR = 2.96E10 }
{ Function 793: X54 = 564.29507809 + 0.00031653 X124, SSR = 2.98E10 }
{ Function 794: X139 = 1349.09565450 + 11.73409074 X96, SSR = 3.07E10 }
{ Function 795: X76 = 1185.42492691 + 2.36685507 X133, SSR = 3.09E10 }
{ Function 796: X54 = -107.71006690 + 4.35883821 X141, SSR = 3.20E10 }
{ Function 797: X54 = -1534.74846308 + 0.06920759 X5, SSR = 3.39E10 }
{ Function 798: X139 = 1398.51531736 + 0.11728321 X56, SSR = 3.42E10 }
{ Function 799: X76 = 1133.58957101 + 9.18218298 X96, SSR = 3.42E10 }
{ Function 800: X54 = -1140.03434257 + 0.06874353 X15, SSR = 3.56E10 }
{ Function 801: X17 = -26285.67944476 + 1.06773959 X26 + 462.40260500 X48 + 25.26090298 X88, SSR = 3.76E10 }
{ Function 802: X139 = 1503.10969521 + 155.15670679 X117, SSR = 3.92E10 }
{ Function 803: X76 = 1187.50899605 + 0.08934768 X56, SSR = 3.94E10 }
{ Function 804: X76 = 1254.44660435 + 121.33057240 X117, SSR = 3.95E10 }
{ Function 805: X17 = -19848.85004976 + 1.06320469 X26 + 385.88310209 X49 + 26.46721713 X88, SSR = 4.06E10 }
{ Function 806: X24 = 19302.68966469 + 1.71755101 X25 + -307.17707664 X33 + -119.96892913 X35, SSR = 4.08E10 }
{ Function 807: X24 = 14974.48195788 + 1.81277632 X25 + -793.30220930 X82, SSR = 4.12E10 }
{ Function 808: X24 = 20382.15985819 + 1.28401935 X26 + -356.57367719 X33 + -164.45594414 X35 + 18.22438156 X88, SSR = 4.48E10 }
{ Function 809: X24 = -2249.38659448 + 342.34766115 X20 + 1.09686060 X26 + 27.14200838 X88, SSR = 4.62E10 }
{ Function 810: X17 = -20384.02773184 + 1.09176672 X26 + 339.58770217 X50 + 25.70009153 X88, SSR = 4.96E10 }
{ Function 811: X24 = 14448.12594277 + 1.42279517 X26 + -914.24677314 X82 + 17.45160193 X88, SSR = 5.05E10 }
{ Function 812: X17 = -20808.70642022 + 1.51926012 X25 + 419.76715798 X48, SSR = 5.16E10 }
{ Function 813: X17 = 14624.29813025 + 1.04198846 X26 + -504.45535879 X33 + 24.12089553 X88, SSR = 5.19E10 }
{ Function 814: X54 = -1249.34440233 + 4.46032253 X137, SSR = 5.20E10 }
{ Function 815: X24 = 30193.92146167 + -654.58075809 X33 + 455.05512078 X36 + 0.07641359 X84, SSR = 5.24E10 }
{ Function 816: X24 = 30493.22607828 + -673.52789707 X33 + 441.04000405 X36 + 0.06208430 X85, SSR = 5.32E10 }
{ Function 817: X54 = -126.56377356 + 6.98675516 X135, SSR = 5.33E10 }
{ Function 818: X17 = -26717.82869086 + 368.98634711 X42 + 391.53707385 X48 + 42.46909022 X92, SSR = 5.51E10 }
{ Function 819: X24 = 21755.99005012 + -543.84486198 X33 + 474.65998583 X36 + 31.44804393 X89, SSR = 5.53E10 }
{ Function 820: X24 = 22233.61005017 + -591.48809744 X33 + 621.69198086 X42 + 0.07846392 X84, SSR = 5.55E10 }
{ Function 821: X24 = 19247.52652816 + -538.88996882 X33 + 487.18399367 X36 + 31.18609685 X92, SSR = 5.59E10 }
{ Function 822: X17 = -23910.27672585 + 354.75686035 X42 + 403.44159980 X48 + 42.02442649 X89, SSR = 5.60E10 }
{ Function 823: X24 = 12500.30411219 + -461.17101929 X33 + 656.70041965 X42 + 33.11453563 X89, SSR = 5.61E10 }
{ Function 824: X24 = 22790.12276787 + -612.40359023 X33 + 601.01824592 X42 + 0.06391958 X85, SSR = 5.61E10 }
{ Function 825: X54 = 207.05158480 + 35.21122843 X97 + 45.49772320 X123, SSR = 5.65E10 }
{ Function 826: X17 = -14132.50307058 + 1.54337011 X25 + 337.44366202 X49, SSR = 5.67E10 }
{ Function 827: X17 = 8886.09903304 + -497.40665171 X33 + 446.48140369 X42 + 36.46076245 X92, SSR = 5.68E10 }
{ Function 828: X17 = -21468.52828938 + 349.57114100 X42 + 330.09262690 X49 + 44.03188664 X92, SSR = 5.69E10 }
{ Function 829: X24 = 30751.51508533 + -694.04799224 X33 + 433.57413079 X36 + 0.04936672 X86, SSR = 5.70E10 }
{ Function 830: X24 = 22039.98465335 + -572.56563765 X33 + 468.51265363 X36 + 25.92333714 X90, SSR = 5.75E10 }
{ Function 831: X17 = 16868.45943345 + 1.46931065 X25 + -499.99307894 X33, SSR = 5.75E10 }
{ Function 832: X24 = 9834.48886733 + -457.92987830 X33 + 672.85078306 X42 + 32.63105090 X92, SSR = 5.75E10 }
{ Function 833: X17 = 12268.20019246 + -512.07277279 X33 + 437.05613491 X42 + 35.79164361 X89, SSR = 5.77E10 }
{ Function 834: X24 = 12936.60764064 + -492.43510650 X33 + 646.20776070 X42 + 27.33755571 X90, SSR = 5.84E10 }
{ Function 835: X17 = -18129.77565926 + 338.96969153 X42 + 335.84426421 X49 + 43.47613373 X89, SSR = 5.88E10 }
{ Function 836: X17 = -16214.72138781 + 1.55642022 X25 + 316.54116723 X50, SSR = 5.91E10 }
{ Function 837: X24 = 23202.68686914 + -634.16083716 X33 + 588.64244660 X42 + 0.05105019 X86, SSR = 5.99E10 }
{ Function 838: X17 = 12714.74064747 + -545.22453956 X33 + 425.13346667 X42 + 29.61213591 X90, SSR = 6.03E10 }
{ Function 839: X17 = -25247.32047328 + 343.35820878 X42 + 418.69305800 X48 + 35.15981731 X90, SSR = 6.07E10 }
{ Function 840: X17 = -19473.62963888 + 322.66869590 X42 + 352.18745819 X49 + 36.54936118 X90, SSR = 6.30E10 }
{ Function 841: X17 = -3507.74281515 + 257.76732114 X20 + 0.87789039 X26 + 35.36798824 X88, SSR = 6.33E10 }
{ Function 842: X17 = 22912.02930626 + -669.13165264 X33 + 424.74159966 X42 + 0.07741871 X84, SSR = 6.37E10 }
{ Function 843: X17 = -20985.26088636 + 390.59596608 X42 + 269.50339962 X50 + 43.64908376 X92, SSR = 6.50E10 }
{ Function 844: X17 = 23471.08804450 + -691.75881301 X33 + 408.18359211 X42 + 0.06222669 X85, SSR = 6.51E10 }
{ Function 845: X24 = 24829.49910340 + -591.94510551 X33 + 526.02283400 X36 + 29.63279677 X88, SSR = 6.52E10 }
{ Function 846: X24 = 14409.57945502 + -494.81970640 X33 + 728.65969137 X42 + 32.25368600 X88, SSR = 6.58E10 }
{ Function 847: X17 = -17805.11296343 + 380.00340196 X42 + 276.52509505 X50 + 43.01230139 X89, SSR = 6.69E10 }
{ Function 848: X17 = 14139.30663255 + -542.77854057 X33 + 511.37542703 X42 + 35.54079693 X88, SSR = 6.80E10 }
{ Function 849: X17 = -23105.90820656 + 437.40863313 X42 + 410.00425515 X48 + 43.60168225 X88, SSR = 6.81E10 }
{ Function 850: X17 = 23873.31918835 + -713.16322188 X33 + 396.66043770 X42 + 0.04961003 X86, SSR = 6.88E10 }
{ Function 851: X24 = 7403.92145639 + 650.14439804 X42 + -588.37223399 X82 + 38.82298009 X89, SSR = 6.96E10 }
{ Function 852: X24 = 4639.81252227 + 659.28014093 X42 + -615.97773313 X82 + 38.41117560 X92, SSR = 6.96E10 }
{ Function 853: X17 = -21588.30174931 + 352.64328337 X42 + 505.11091608 X48 + 0.09264405 X84, SSR = 7.06E10 }
{ Function 854: X17 = -19217.15425577 + 367.60377270 X42 + 292.04669076 X50 + 35.89078208 X90, SSR = 7.18E10 }
{ Function 855: X54 = -1664.94257801 + 1.78306121 X139, SSR = 7.18E10 }
{ Function 856: X17 = -16823.71430005 + 428.66107177 X42 + 334.11857466 X49 + 45.21025950 X88, SSR = 7.20E10 }
{ Function 857: X17 = -22719.35987840 + 329.20169795 X42 + 525.62567178 X48 + 0.07506937 X85, SSR = 7.26E10 }
{ Function 858: X17 = -8448.63632268 + 405.81757401 X20 + 49.21254158 X92, SSR = 7.27E10 }
{ Function 859: X24 = -2891.91998279 + 530.44463568 X20 + 45.60053230 X89, SSR = 7.29E10 }
{ Function 860: X24 = -6617.13760612 + 542.44580831 X20 + 45.35036284 X92, SSR = 7.35E10 }
{ Function 861: X24 = 7809.88137656 + 639.13419306 X42 + -655.75269723 X82 + 31.92163563 X90, SSR = 7.38E10 }
{ Function 862: X54 = 296.19407685 + 0.04720967 X107, SSR = 7.45E10 }
{ Function 863: X24 = 12332.27848624 + 448.42154027 X36 + -668.96061051 X82 + 39.99331045 X92, SSR = 7.46E10 }
{ Function 864: X54 = 540.00245191 + 23.91833940 X96, SSR = 7.47E10 }
{ Function 865: X17 = -14287.76547728 + 332.21151525 X42 + 425.99785735 X49 + 0.09649140 X84, SSR = 7.47E10 }
{ Function 866: X24 = 18888.59569109 + 616.36002221 X42 + -942.79532653 X82 + 0.08597771 X84, SSR = 7.52E10 }
{ Function 867: X24 = 15334.43518962 + 437.98434235 X36 + -651.78405781 X82 + 40.18345731 X89, SSR = 7.56E10 }
{ Function 868: X17 = -4337.22788745 + 399.98609603 X20 + 48.58891202 X89, SSR = 7.57E10 }
{ Function 869: X24 = 4470.62167021 + 587.79164139 X20 + 0.10902432 X84, SSR = 7.61E10 }
{ Function 870: X24 = 4103.44470768 + 587.89685424 X20 + 0.08870728 X85, SSR = 7.61E10 }
{ Function 871: X24 = -3720.29009362 + 531.92315790 X20 + 38.51133475 X90, SSR = 7.62E10 }
{ Function 872: X24 = 43009.70419520 + -468.27720427 X33 + -366.32944899 X35 + 0.09248660 X85, SSR = 7.64E10 }
{ Function 873: X24 = 19564.24198010 + 592.95215556 X42 + -1000.35162888 X82 + 0.06947490 X85, SSR = 7.65E10 }
{ Function 874: X17 = -23884.55939025 + 305.89133516 X42 + 544.82916274 X48 + 0.06118111 X86, SSR = 7.66E10 }
{ Function 875: X17 = -15241.11629697 + 305.18470419 X42 + 445.72656653 X49 + 0.07841830 X85, SSR = 7.66E10 }
{ Function 876: X24 = 42416.42336846 + -494.33273775 X33 + -350.35739218 X35 + 0.07569460 X86, SSR = 7.81E10 }
{ Function 877: X24 = 43438.44180305 + -443.98936387 X33 + -378.91832661 X35 + 0.11308119 X84, SSR = 7.90E10 }
{ Function 878: X17 = -16687.91490141 + 466.88579091 X42 + 277.97304978 X50 + 44.68863004 X88, SSR = 7.97E10 }
{ Function 879: X24 = 26607.80611157 + 414.42801778 X36 + -1002.88386119 X82 + 0.09015115 X84, SSR = 7.99E10 }
{ Function 880: X24 = 15605.87489608 + 428.13583726 X36 + -720.25007841 X82 + 33.13296893 X90, SSR = 7.99E10 }
{ Function 881: X24 = 3654.38077074 + 588.09623425 X20 + 0.07206881 X86, SSR = 8.02E10 }
{ Function 882: X17 = -16242.98630190 + 276.94309363 X42 + 464.35519178 X49 + 0.06427681 X86, SSR = 8.06E10 }
{ Function 883: X17 = -5193.57806177 + 403.77306906 X20 + 40.80172590 X90, SSR = 8.06E10 }
{ Function 884: X24 = 9149.97553961 + 726.34738745 X42 + -639.94336823 X82 + 39.28471813 X88, SSR = 8.08E10 }
{ Function 885: X24 = 20054.09441646 + 577.15529892 X42 + -1055.44159237 X82 + 0.05539242 X86, SSR = 8.10E10 }
{ Function 886: X54 = 804.23195674 + 328.47612463 X117, SSR = 8.12E10 }
{ Function 887: X24 = 27066.03845164 + 394.87955793 X36 + -1063.37095021 X82 + 0.07292823 X85, SSR = 8.13E10 }
{ Function 888: X17 = -15804.30441687 + 374.69184472 X42 + 378.60537186 X50 + 0.09272766 X84, SSR = 8.31E10 }
{ Function 889: X17 = -16889.87146148 + 353.50620835 X42 + 396.62628509 X50 + 0.07455921 X85, SSR = 8.57E10 }
{ Function 890: X24 = 27385.17789450 + 380.43301003 X36 + -1119.30919908 X82 + 0.05850552 X86, SSR = 8.59E10 }
{ Function 891: X24 = 18280.41285203 + 492.16179706 X36 + -722.21399356 X82 + 40.38923937 X88, SSR = 8.84E10 }
{ Function 892: X24 = 30835.92380662 + -332.89511974 X33 + -358.63001365 X35 + 39.61825506 X90, SSR = 8.90E10 }
{ Function 893: X24 = 31421.43322818 + -302.24225857 X33 + -366.06927398 X35 + 46.93421263 X89, SSR = 8.92E10 }
{ Function 894: X17 = -18015.38127268 + 332.98033307 X42 + 413.49366097 X50 + 0.06025489 X86, SSR = 9.03E10 }
{ Function 895: X24 = 28384.05253971 + -285.05115976 X33 + -387.36411840 X35 + 46.71430582 X92, SSR = 9.18E10 }
{ Function 896: X17 = 3166.15886474 + 488.51171068 X20 + 0.10649538 X84, SSR = 9.42E10 }
{ Function 897: X32 = -2484.60734849 + 0.18968078 X5, SSR = 9.50E10 }
{ Function 898: X17 = 2748.18556424 + 493.87490855 X20 + 0.08513910 X85, SSR = 9.70E10 }
{ Function 899: X54 = 663.48749672 + 0.23544162 X56, SSR = 1.01E11 }
{ Function 900: X17 = 2285.81128929 + 497.25849167 X20 + 0.06842472 X86, SSR = 1.02E11 }
{ Function 901: X32 = -1402.38586249 + 0.18840037 X15, SSR = 1.08E11 }
{ Function 902: X54 = -1331.07548361 + 1.98613379 X76, SSR = 1.09E11 }
{ Function 903: X32 = 1453.88059390 + 11.89352440 X141, SSR = 1.10E11 }
{ Function 904: X54 = 5.25485516 + 72.07536400 X143, SSR = 1.20E11 }
{ Function 905: X32 = 1955.49731221 + 2.63159898 X54, SSR = 1.20E11 }
{ Function 906: X32 = 2461.82738572 + 660.54958664 X129, SSR = 1.62E11 }
{ Function 907: X84 = -2573.84661496 + 0.80699954 X85, SSR = 1.68E11 }
{ Function 908: X54 = -818.56712850 + 116.47691715 X131, SSR = 1.72E11 }
{ Function 909: X5 = 5657.33137550 + 0.99425853 X15, SSR = 1.76E11 }
{ Function 910: X15 = -5588.72202211 + 1.00386795 X5, SSR = 1.77E11 }
{ Function 911: X32 = -1749.23373968 + 12.28626007 X137, SSR = 1.98E11 }
{ Function 912: X32 = 3282.02303470 + 55.73986847 X103, SSR = 2.02E11 }
{ Function 913: X32 = 3397.52953181 + 62.60252943 X105, SSR = 2.27E11 }
{ Function 914: X85 = 5068.47859438 + 1.21797246 X84, SSR = 2.54E11 }
{ Function 915: X32 = 1918.31958283 + 85.41339306 X97 + 144.49499017 X123, SSR = 2.64E11 }
{ Function 916: X32 = 3597.41684428 + 16.79010089 X133, SSR = 2.70E11 }
{ Function 917: X32 = -3018.36192537 + 4.96980644 X139, SSR = 2.75E11 }
{ Function 918: X32 = 3418.73209228 + 0.00083734 X124, SSR = 2.94E11 }
{ Function 919: X32 = 1522.98870677 + 18.69268376 X135, SSR = 3.90E11 }
{ Function 920: X85 = -5248.33978081 + 0.81439087 X86, SSR = 4.52E11 }
{ Function 921: X32 = 2599.40104162 + 0.12770520 X107, SSR = 4.78E11 }
{ Function 922: X32 = -2101.70106239 + 5.54376975 X76, SSR = 5.52E11 }
{ Function 923: X32 = 3534.52905695 + 0.64619204 X56, SSR = 5.91E11 }
{ Function 924: X32 = 3342.90300309 + 63.44627752 X96, SSR = 5.93E11 }
{ Function 925: X86 = 2518.75974819 + 1.13989241 X85 + 70.35711166 X91, SSR = 6.20E11 }
{ Function 926: X32 = 4040.35766404 + 872.16898904 X117, SSR = 6.33E11 }
{ Function 927: X32 = 1634.02587636 + 200.98666652 X143, SSR = 6.44E11 }
{ Function 928: X56 = 519.24804274 + 175.09963818 X97 + 91.81640657 X123, SSR = 6.92E11 }
{ Function 929: X87 = 5565.01592591 + 0.35134910 X86, SSR = 7.06E11 }
{ Function 930: X84 = -5565.01592591 + 0.64865090 X86, SSR = 7.06E11 }
{ Function 931: X56 = 792.06116240 + 23.06216004 X133, SSR = 8.37E11 }
