Correlation Matrix:

        x0    x1    x2    x3    x4    x5    x6    x7    x8    x9    x10   x11   x12   x13   x14   x15   x16   x17   x18   x19   x20   x21   x22   x23   x24   x25   x26   x27   x28   x29   x30   x31   x32   x33   x34   x35   x36   x37   x38   x39   x40   x41   x42   x43   x44   x45   x46   x47   x48   x49   x50   x51   x52   x53   x54   x55   x56   x57   x58   x59   x60   x61   x62   x63   x64   x65   x66   x67   x68   x69   x70   x71   x72   x73   x74   x75   x76   x77   x78   x79   x80   x81   x82   x83   x84   x85   x86   x87   x88   x89   x90   x91   x92   x93   x94   x95   x96   x97   x98   x99   x100  x101  x102  x103  x104  x105  x106  x107  x108  x109  x110  x111  x112  x113  x114  x115  x116  x117  x118  x119  x120  x121  x122  x123  x124  x125  x126  x127  x128  x129  x130  x131  x132  x133  x134  x135  x136  x137  x138  x139  x140  x141  x142  x143  x144  x145  x146  x147  x148  x149  x150  x151  x152  x153  x154  x155  x156  x157  x158  x159  x160  x161  x162  x163  x164  x165  x166  x167  x168  x169  x170  x171  x172  x173  x174  x175  x176  x177  x178  x179  x180  x181  x182  x183  x184  x185  x186  x187  x188  x189  x190  x191  x192  x193  x194  x195  x196  x197  x198  x199  x200  x201  x202  x203  x204  x205  x206  x207  x208  x209  x210  x211  x212  
x186: -0.27 -0.27 -0.01  0.10  0.13 -0.13  0.15  0.14  0.07  0.13  0.10 -0.04  0.10  0.00  0.12 -0.03  0.09  0.03  0.12  0.05  0.14  0.02  0.12  0.57  0.61  0.21  0.11  0.17  0.08  0.01  0.05  0.22  0.15  0.19  0.09 -0.01  0.07 -0.01 -0.01 -0.01  0.01 -0.16 -0.14  0.16  0.07  0.36  0.40  0.21  0.05  0.03  0.05 -0.13 -0.08  0.07  0.18  0.35  0.50 -0.03  0.14 -0.14 -0.02 -0.20 -0.15 -0.08  0.04 -0.09 -0.04 -0.10  0.05 -0.07  0.06 -0.11  0.06 -0.04  0.19 -0.09  0.09 -0.08  0.02 -0.05  0.05  0.05  0.19 -0.11 -0.02 -0.11 -0.04 -0.21 -0.21  0.42  0.62  0.07  0.01  0.38  0.56  0.38  0.39  0.00  0.23 -0.10 -0.05  0.00  0.02 -0.17 -0.06 -0.07  0.02  0.00  0.26 -0.21 -0.14 -0.13 -0.05  0.00  0.05 -0.01  0.21 -0.14 -0.04  0.12  0.08 -0.11 -0.08  0.02  0.15  0.01  0.21  0.09  0.22  0.01  0.03 -0.06 -0.03 -0.22 -0.16 -0.16 -0.04  0.04  0.24  0.02  0.25  0.07  0.12  0.08  0.10  0.11  0.19  0.03  0.03 -0.12 -0.26 -0.24 -0.05 -0.01  0.10 -0.04  0.17 -0.14 -0.04  0.12  0.28 -0.02  0.34  0.08  0.15 -0.16 -0.08  0.09  0.09  0.02  0.01  0.25  0.11  0.28  0.23  0.07  0.10  0.38  0.30 -0.05  0.08  0.11  0.34  0.44  0.81  0.63  1.00 -0.11  0.19  0.43  0.50 -0.14 -0.07 -0.04 -0.07 -0.01  0.13  0.00  0.13 -0.18 -0.18 -0.04  0.01 -0.04 -0.01  0.02  0.22  0.13  0.02  0.01  0.21  0.01  0.03 
x187:  0.23  0.23  0.11 -0.20 -0.14  0.08 -0.32 -0.10  0.06 -0.05 -0.13  0.16 -0.05  0.13 -0.07  0.15 -0.02  0.14 -0.06  0.03  0.07  0.11 -0.03 -0.07 -0.10 -0.08 -0.13 -0.04 -0.13  0.14 -0.01 -0.03 -0.14 -0.02 -0.15  0.42  0.21  0.26  0.18 -0.10 -0.23  0.00 -0.08  0.04  0.19 -0.16 -0.18  0.07  0.29  0.25  0.14  0.14  0.00  0.25  0.04  0.04 -0.03  0.35  0.09  0.23  0.05 -0.10 -0.25  0.13 -0.07  0.08 -0.17  0.25 -0.03 -0.07 -0.27  0.00 -0.25  0.44  0.16 -0.03 -0.28  0.25 -0.02 -0.04 -0.14  0.26 -0.05 -0.07 -0.24  0.27  0.06 -0.04 -0.07  0.17 -0.04 -0.02 -0.06  0.04 -0.10 -0.13 -0.34  0.35 -0.01 -0.02 -0.06  0.02 -0.06 -0.20 -0.39 -0.17 -0.41  0.36 -0.05 -0.07 -0.29 -0.08 -0.30  0.05 -0.05  0.32 -0.02 -0.06 -0.35 -0.14 -0.34 -0.08 -0.11 -0.05 -0.19  0.32 -0.02  0.26  0.00 -0.02 -0.22 -0.07 -0.23 -0.09 -0.34 -0.10 -0.44  0.43  0.07  0.39  0.01  0.01 -0.05  0.05 -0.02 -0.05 -0.17  0.03  0.02 -0.31 -0.04 -0.17 -0.48  0.26  0.08  0.36  0.00  0.12 -0.04  0.18 -0.06  0.57  0.03  0.00 -0.11 -0.08 -0.23 -0.07 -0.12 -0.05 -0.08 -0.05  0.21 -0.14 -0.31  0.17  0.07 -0.03  0.15  0.17  0.02  0.41  0.07  0.25 -0.10  0.21 -0.11  1.00  0.32 -0.05 -0.14 -0.09 -0.27  0.01 -0.13  0.17 -0.01  0.02 -0.19 -0.09 -0.29  0.15  0.06  0.04 -0.18  0.27 -0.05 -0.20 -0.01  0.38  0.10 -0.17 -0.01 
x188:  0.28  0.29  0.15  0.16  0.23 -0.04  0.17  0.02 -0.08 -0.06 -0.06 -0.04  0.14 -0.06  0.08  0.00  0.12 -0.03  0.05  0.05 -0.01  0.01  0.10 -0.08 -0.08 -0.06 -0.04 -0.05 -0.07 -0.01  0.14 -0.07 -0.08 -0.03 -0.07  0.18  0.48  0.17  0.23 -0.20 -0.16 -0.14 -0.12  0.16  0.08 -0.12 -0.12  0.21  0.16  0.14  0.25  0.02  0.03  0.14  0.24 -0.06 -0.01  0.03  0.37 -0.04  0.26 -0.27 -0.13  0.04  0.10 -0.16 -0.18  0.12  0.20 -0.20 -0.15 -0.21 -0.13  0.14  0.55 -0.26 -0.18  0.06  0.05 -0.16 -0.19  0.07  0.23 -0.20 -0.09  0.13  0.20 -0.03 -0.05 -0.11  0.22 -0.10 -0.04 -0.07 -0.03 -0.26 -0.22  0.10  0.33 -0.01 -0.04 -0.05 -0.02 -0.22 -0.15 -0.21 -0.19  0.06  0.30 -0.17 -0.17 -0.19 -0.13 -0.02  0.03  0.11  0.32 -0.24 -0.18 -0.20 -0.17 -0.02 -0.06 -0.11 -0.17  0.04  0.20 -0.02  0.37 -0.15 -0.16 -0.15 -0.15 -0.18 -0.21 -0.31 -0.20  0.06  0.47  0.02  0.47 -0.08 -0.04  0.01  0.03 -0.10 -0.13  0.02  0.07 -0.09 -0.22 -0.42 -0.22  0.10  0.36  0.09  0.32  0.04  0.10  0.05  0.09  0.01  0.65 -0.03 -0.06 -0.10 -0.21 -0.03  0.00 -0.09 -0.09  0.15  0.00 -0.23 -0.22  0.05  0.00  0.17  0.03  0.04  0.12  0.01  0.49 -0.04  0.23 -0.08  0.19  0.32  1.00 -0.12  0.01 -0.21 -0.12 -0.08 -0.14  0.00  0.24 -0.08 -0.20 -0.26 -0.20  0.00  0.25 -0.13 -0.08  0.02  0.24 -0.08 -0.17 -0.03  0.42 -0.03 -0.14 
x189: -0.24 -0.24 -0.03 -0.01 -0.07 -0.04 -0.05  0.09  0.17  0.20  0.11  0.00 -0.07  0.02  0.00 -0.02 -0.03  0.04  0.05  0.04  0.14  0.09  0.07  0.59  0.59  0.18  0.11  0.15  0.10 -0.01 -0.04  0.21  0.15  0.21  0.13  0.01 -0.07 -0.03 -0.05  0.04  0.02 -0.20 -0.18  0.00  0.02  0.34  0.38  0.00 -0.01  0.01  0.00 -0.03 -0.03  0.03  0.04  0.41  0.50 -0.07 -0.12 -0.04 -0.09  0.00  0.01 -0.17 -0.10  0.05  0.09 -0.14 -0.10  0.00  0.08  0.01  0.08 -0.01 -0.08  0.00  0.11 -0.12 -0.11  0.04  0.01  0.00 -0.02  0.02  0.06 -0.09 -0.06 -0.15 -0.16  0.52  0.45  0.09  0.03  0.48  0.47  0.52  0.48  0.01 -0.02 -0.03 -0.04  0.10  0.08 -0.08 -0.05  0.04  0.09 -0.03 -0.06 -0.02  0.04  0.00  0.04  0.03  0.01 -0.03 -0.06  0.09  0.10  0.23  0.18  0.03  0.03  0.05  0.00 -0.06 -0.03  0.10 -0.02  0.13  0.16  0.11  0.14 -0.03  0.04  0.04  0.08  0.05 -0.03  0.03 -0.06  0.17  0.17  0.11  0.10  0.11  0.08  0.06 -0.02  0.01  0.00  0.02  0.06  0.08  0.02 -0.01 -0.01  0.03  0.03  0.06  0.10  0.07  0.00  0.10  0.05 -0.06 -0.01  0.16  0.15  0.11  0.09  0.11  0.08  0.42  0.38  0.10  0.13  0.25  0.28  0.09  0.11  0.12 -0.02  0.45  0.35  0.48  0.43 -0.05 -0.12  1.00  0.94  0.01  0.02  0.05  0.07  0.04 -0.01 -0.01  0.01 -0.04 -0.02  0.10 -0.02  0.02 -0.06  0.10 -0.04  0.01  0.10  0.10 -0.04 -0.06  0.10 
x190: -0.22 -0.22 -0.03  0.08  0.01 -0.08  0.07  0.12  0.12  0.17  0.12 -0.05 -0.02 -0.03  0.03 -0.05 -0.01  0.00  0.09  0.04  0.11  0.06  0.10  0.58  0.59  0.18  0.14  0.15  0.12 -0.05 -0.01  0.20  0.19  0.19  0.16 -0.04 -0.01 -0.02  0.00  0.02  0.03 -0.24 -0.21  0.01  0.01  0.34  0.39  0.03 -0.03  0.00  0.04 -0.04 -0.02 -0.02  0.07  0.38  0.50 -0.12 -0.05 -0.12 -0.08 -0.04  0.03 -0.19 -0.06  0.01  0.10 -0.16 -0.06 -0.03  0.10 -0.03  0.11 -0.08  0.00 -0.05  0.12 -0.15 -0.09 -0.01 -0.01 -0.04  0.03 -0.01  0.09 -0.12 -0.04 -0.16 -0.15  0.44  0.52  0.05  0.03  0.44  0.49  0.49  0.51 -0.05  0.04 -0.06 -0.06  0.06  0.07 -0.10 -0.03  0.03  0.13 -0.10  0.01 -0.03  0.06 -0.02  0.06  0.02  0.04 -0.08  0.00  0.08  0.15  0.21  0.21  0.04  0.05  0.04  0.02 -0.11  0.02  0.03  0.07  0.11  0.18  0.10  0.16 -0.05  0.04  0.01  0.14 -0.03  0.06 -0.06  0.03  0.14  0.18  0.10  0.11  0.11  0.10  0.05 -0.02  0.05 -0.03 -0.03  0.11  0.03  0.06 -0.07  0.05  0.00  0.04  0.02  0.14 -0.04  0.13  0.08  0.06 -0.06  0.01  0.16  0.16  0.08  0.07  0.13  0.03  0.41  0.39  0.09  0.13  0.28  0.24  0.05  0.14  0.03  0.08  0.36  0.42  0.41  0.50 -0.14  0.01  0.94  1.00 -0.03  0.06  0.04  0.06 -0.01  0.10 -0.02  0.03 -0.07 -0.01  0.07  0.04 -0.03 -0.05  0.02  0.07  0.06  0.05 -0.02  0.06 -0.02  0.09 
x191:  0.06  0.06 -0.05 -0.14 -0.09  0.04 -0.07  0.04  0.03  0.10  0.05 -0.01  0.01  0.01  0.04  0.02  0.08  0.01  0.08 -0.03 -0.03  0.05  0.02 -0.05 -0.04  0.06  0.04  0.03  0.01  0.02  0.08  0.08  0.05  0.09  0.03 -0.08 -0.20 -0.04 -0.04  0.13  0.04  0.11  0.07 -0.16 -0.04 -0.01  0.00 -0.15 -0.06 -0.09 -0.11  0.17  0.14 -0.07 -0.12 -0.04 -0.01 -0.05 -0.14 -0.09 -0.14  0.15  0.01 -0.06 -0.01  0.06 -0.02 -0.04  0.00  0.21  0.01  0.18 -0.01 -0.06 -0.12  0.19  0.00 -0.09 -0.04  0.04  0.01 -0.09 -0.05  0.24  0.11 -0.02  0.02  0.07  0.12 -0.11 -0.17  0.19  0.20 -0.07 -0.07  0.09  0.02  0.01  0.01 -0.03 -0.03  0.01  0.00  0.17  0.05  0.11  0.00  0.09  0.14  0.25  0.13  0.08  0.02 -0.03 -0.05  0.11  0.15  0.47  0.34  0.07 -0.02  0.12  0.12  0.02 -0.01 -0.06 -0.02 -0.05 -0.11  0.09  0.03  0.33  0.28  0.36  0.24  0.28  0.11 -0.07 -0.09 -0.04 -0.04  0.06  0.02  0.09  0.09  0.07  0.02 -0.01 -0.01  0.16  0.13  0.33  0.13  0.05  0.00  0.09  0.16  0.00  0.00 -0.10 -0.09 -0.06 -0.18  0.02 -0.02  0.15  0.18  0.01 -0.01  0.19  0.17 -0.14  0.00  0.04  0.00 -0.03  0.02 -0.16 -0.01  0.03  0.07 -0.05 -0.19 -0.14 -0.13 -0.16 -0.14 -0.09 -0.21  0.01 -0.03  1.00  0.74  0.04  0.17 -0.04 -0.09  0.12  0.10  0.29  0.10 -0.10 -0.06  0.11  0.01 -0.02 -0.10  0.17  0.24 -0.03 -0.22  0.15  0.20 
x192:  0.02  0.02 -0.06  0.07  0.18  0.00  0.24  0.11 -0.02  0.06  0.15 -0.12  0.03 -0.09  0.07 -0.08  0.04 -0.10  0.13  0.03 -0.11 -0.05  0.04 -0.03 -0.02  0.04  0.15  0.04  0.13 -0.07  0.09  0.06  0.16  0.05  0.17 -0.13 -0.11 -0.02  0.03  0.03  0.11  0.01  0.09 -0.02 -0.10  0.02  0.03  0.01 -0.14 -0.06  0.02  0.09  0.19 -0.12 -0.01 -0.08 -0.02 -0.15 -0.10 -0.19 -0.13  0.03  0.15 -0.13 -0.01 -0.01  0.10 -0.12  0.04  0.07  0.20  0.04  0.19 -0.14 -0.07  0.00  0.18 -0.13  0.00 -0.02  0.05 -0.16  0.03  0.14  0.30 -0.09  0.06  0.06  0.17 -0.16 -0.10  0.10  0.24 -0.10 -0.01 -0.01  0.18 -0.08  0.07 -0.07 -0.04  0.02  0.03  0.10  0.26  0.03  0.20 -0.01  0.19  0.16  0.25  0.04  0.20 -0.02  0.02  0.02  0.17  0.34  0.51 -0.01  0.14  0.11  0.13 -0.01  0.08 -0.13  0.03 -0.10 -0.01  0.03  0.13  0.25  0.32  0.23  0.32  0.11  0.34 -0.16  0.01 -0.16  0.05  0.03  0.05  0.04  0.08  0.03  0.08  0.00  0.03  0.22  0.10  0.12  0.41 -0.04  0.02  0.02  0.21 -0.07  0.01 -0.09  0.01 -0.27 -0.10  0.00  0.03  0.15  0.28  0.03  0.05  0.18  0.19  0.06 -0.15 -0.06  0.12 -0.03  0.03  0.05 -0.13 -0.03  0.09 -0.19 -0.07 -0.23 -0.07 -0.21 -0.07 -0.27 -0.12  0.02  0.06  0.74  1.00  0.04  0.21 -0.14 -0.03 -0.02  0.22  0.07  0.27 -0.15 -0.03 -0.06  0.23 -0.12  0.00  0.29  0.23 -0.19 -0.14  0.26  0.13 
x193:  0.06  0.06  0.00 -0.08 -0.07 -0.04 -0.07 -0.02  0.02  0.08  0.03  0.03 -0.01  0.04  0.04  0.04  0.04  0.05  0.02  0.07  0.11  0.08  0.08  0.01  0.02  0.03  0.00  0.01  0.00  0.03  0.00 -0.01 -0.01 -0.01 -0.01  0.02 -0.01  0.09  0.09 -0.01 -0.03  0.12  0.08 -0.02 -0.03  0.03  0.03 -0.01  0.03 -0.02 -0.03  0.05  0.02 -0.06 -0.02 -0.04 -0.06 -0.06 -0.09 -0.02 -0.05  0.09  0.00 -0.01  0.01  0.11  0.02  0.00 -0.03  0.06 -0.06  0.08 -0.05 -0.07 -0.05  0.07 -0.02 -0.01 -0.01  0.01 -0.06  0.08  0.07  0.10  0.02  0.02  0.03  0.06  0.06  0.01 -0.03  0.34  0.22  0.00  0.05  0.01 -0.01 -0.01  0.03  0.01 -0.02  0.03 -0.09  0.15  0.13 -0.01 -0.03 -0.03 -0.02  0.01  0.00  0.03  0.02  0.08  0.00 -0.08 -0.06 -0.04 -0.06  0.08  0.01  0.01 -0.01 -0.03 -0.10 -0.03 -0.02  0.03  0.00 -0.01 -0.01 -0.05 -0.06  0.06  0.05 -0.01 -0.04  0.00 -0.02  0.02 -0.04  0.00 -0.08  0.09  0.05 -0.06 -0.11  0.07 -0.07  0.00 -0.02  0.11 -0.02  0.05  0.03 -0.01  0.00  0.07 -0.05 -0.03 -0.01 -0.03 -0.12 -0.10 -0.15  0.00 -0.04  0.09  0.05 -0.03  0.00 -0.04  0.03  0.09  0.10  0.01 -0.01 -0.03  0.02  0.15  0.03  0.00 -0.01 -0.03 -0.02 -0.03 -0.04  0.01 -0.08  0.05  0.04  0.04  0.04  1.00  0.72 -0.01 -0.04  0.18  0.07  0.26  0.22  0.06 -0.04  0.11  0.04 -0.07 -0.14  0.05  0.09 -0.02 -0.11 -0.10 -0.03 
x194:  0.05  0.05 -0.01  0.13  0.14 -0.12  0.16  0.06  0.00  0.09  0.11 -0.07  0.04 -0.05  0.07  0.00  0.10 -0.03  0.04  0.03  0.01  0.00  0.08  0.04  0.07  0.04  0.07  0.00  0.08 -0.05  0.04 -0.02  0.05 -0.03  0.05 -0.06 -0.03  0.08  0.10 -0.02  0.06  0.08  0.12 -0.02 -0.13  0.02  0.03  0.09 -0.06 -0.07 -0.04  0.06  0.13 -0.13 -0.05 -0.03 -0.02 -0.13 -0.14 -0.03 -0.05  0.12  0.10 -0.16  0.01  0.05  0.12 -0.17  0.04 -0.01  0.08  0.02  0.09 -0.12 -0.13 -0.01  0.13 -0.16  0.04 -0.04 -0.04 -0.08  0.13  0.19  0.19 -0.05  0.06  0.10  0.13  0.00 -0.03  0.28  0.28  0.02  0.07  0.03  0.12 -0.08  0.01  0.05  0.05 -0.01 -0.06  0.23  0.29  0.00  0.07 -0.15 -0.02  0.04  0.11  0.04  0.12  0.03  0.03 -0.13 -0.04 -0.01  0.08  0.09  0.11  0.05  0.04 -0.06 -0.04 -0.11 -0.03 -0.11 -0.07  0.04  0.11  0.01  0.06  0.07  0.17  0.02  0.13 -0.09 -0.02 -0.12  0.00 -0.03 -0.09  0.01 -0.01 -0.10 -0.08 -0.01 -0.08  0.11  0.03  0.18  0.13 -0.01 -0.02 -0.13 -0.01  0.04  0.05 -0.13 -0.08 -0.12 -0.17 -0.14 -0.10  0.06  0.07  0.03  0.04  0.01  0.04 -0.03 -0.15  0.06  0.20 -0.03  0.00 -0.06 -0.15  0.02  0.06 -0.08 -0.11 -0.11 -0.06 -0.10 -0.07 -0.13 -0.14  0.07  0.06  0.17  0.21  0.72  1.00 -0.07 -0.10  0.15  0.18  0.23  0.35 -0.11 -0.01  0.06  0.20 -0.17 -0.13  0.12  0.09 -0.13 -0.23  0.01 -0.07 
x195:  0.03  0.03 -0.03 -0.07 -0.20 -0.01 -0.16 -0.07  0.06  0.01 -0.03  0.03 -0.11  0.01 -0.15 -0.03 -0.11 -0.02 -0.17 -0.05  0.00 -0.03 -0.15 -0.09 -0.08 -0.03  0.01 -0.10 -0.08 -0.01 -0.11 -0.02 -0.01 -0.04 -0.01  0.12  0.04 -0.03 -0.07 -0.04 -0.14 -0.06 -0.12 -0.01  0.06  0.05  0.03 -0.01  0.12  0.05  0.00 -0.03 -0.08  0.13  0.04 -0.04 -0.05  0.17  0.08  0.00 -0.09 -0.09 -0.17  0.06 -0.02 -0.01 -0.03  0.10  0.04  0.06 -0.07  0.08 -0.06  0.03 -0.07  0.08 -0.03  0.13  0.05 -0.04 -0.08  0.04 -0.03 -0.10 -0.19 -0.05 -0.12  0.07  0.04  0.02 -0.05 -0.01 -0.02 -0.06 -0.09 -0.09 -0.19  0.03 -0.09 -0.12 -0.14 -0.03 -0.08 -0.10 -0.21 -0.07 -0.19  0.14  0.00  0.19  0.11  0.08 -0.06  0.14  0.10  0.10 -0.01  0.00 -0.14  0.02 -0.09  0.28  0.26 -0.03 -0.10  0.10  0.02  0.11 -0.08 -0.10 -0.14 -0.04 -0.06 -0.06 -0.11 -0.03 -0.20  0.10 -0.05  0.15  0.00  0.07  0.07 -0.02 -0.05  0.03 -0.08  0.03  0.03  0.08  0.21  0.07 -0.09  0.02 -0.03  0.12 -0.01  0.11  0.04  0.03 -0.05  0.18  0.02  0.05  0.02  0.18  0.12  0.16  0.15 -0.06 -0.10  0.05  0.21 -0.08 -0.12 -0.04 -0.04  0.02  0.14  0.00 -0.03  0.09 -0.01  0.09 -0.06  0.11 -0.01  0.17  0.00  0.04 -0.01 -0.04 -0.14 -0.01 -0.07  1.00  0.79 -0.01 -0.16 -0.10 -0.19  0.30  0.22 -0.06 -0.11  0.12 -0.04 -0.11  0.01  0.18  0.05 -0.11 -0.02 
x196:  0.03  0.03  0.00  0.12  0.00 -0.07  0.12  0.03 -0.03 -0.03  0.03 -0.09  0.00 -0.09 -0.06 -0.14 -0.09 -0.10 -0.09 -0.06 -0.09 -0.08 -0.08 -0.09 -0.07 -0.04  0.08 -0.07 -0.02 -0.07 -0.05 -0.03  0.05 -0.04  0.04  0.01  0.14 -0.03  0.03 -0.06 -0.08 -0.08 -0.09  0.01  0.01  0.05  0.06  0.05  0.03  0.04  0.13 -0.04 -0.02  0.03  0.14 -0.07 -0.04  0.06  0.21 -0.13 -0.03 -0.13 -0.10  0.05  0.10 -0.11 -0.03  0.04  0.15 -0.02 -0.01 -0.03  0.00 -0.10  0.09 -0.03  0.03  0.07  0.13 -0.10 -0.09 -0.01  0.11 -0.16 -0.11 -0.09 -0.07  0.06  0.04 -0.11  0.06 -0.06 -0.02 -0.10 -0.02 -0.13 -0.11 -0.07  0.05 -0.13 -0.13 -0.06 -0.08 -0.10 -0.11 -0.07 -0.08  0.01  0.15  0.16  0.18  0.01  0.01  0.13  0.14  0.00  0.12 -0.07 -0.05 -0.03 -0.06  0.28  0.27 -0.06 -0.06  0.00  0.13 -0.02  0.08 -0.16 -0.13 -0.07 -0.04 -0.09 -0.07 -0.13 -0.11 -0.05  0.10 -0.01  0.19  0.02  0.07 -0.02 -0.02  0.02 -0.04  0.03  0.06  0.18  0.13 -0.04  0.03 -0.08  0.03  0.01  0.13  0.08  0.05 -0.06  0.05 -0.05  0.26  0.01  0.03  0.17  0.14  0.15  0.16 -0.12 -0.14  0.12  0.09 -0.10 -0.05 -0.02 -0.02  0.09  0.05 -0.06  0.00 -0.08  0.16 -0.06  0.12 -0.04  0.13 -0.01  0.24 -0.01  0.10 -0.09 -0.03 -0.04 -0.10  0.79  1.00 -0.06 -0.16 -0.16 -0.14  0.24  0.31 -0.15 -0.07 -0.06  0.14 -0.01 -0.09 -0.06  0.23 -0.04 -0.07 
x197:  0.00  0.00 -0.03 -0.08 -0.09  0.02 -0.16 -0.02 -0.05  0.06 -0.07  0.00 -0.03 -0.02 -0.04 -0.04 -0.05 -0.03 -0.04 -0.09  0.06 -0.04 -0.07  0.04  0.02  0.05 -0.08  0.01 -0.09  0.00 -0.06  0.06 -0.09  0.09 -0.09 -0.04 -0.08 -0.05 -0.06  0.08  0.02  0.10  0.03  0.03  0.04 -0.02 -0.01 -0.13 -0.01 -0.11 -0.13 -0.03 -0.06 -0.07 -0.04  0.05  0.02 -0.09 -0.10 -0.05 -0.05  0.09 -0.05 -0.01 -0.07  0.07 -0.06 -0.02 -0.13  0.17 -0.03  0.16 -0.02 -0.09 -0.12  0.24 -0.01 -0.06 -0.11  0.16  0.12  0.00 -0.04  0.05 -0.10 -0.02  0.00 -0.06 -0.04  0.00 -0.03  0.07  0.07  0.05  0.00  0.16  0.01 -0.02 -0.04  0.06  0.07 -0.05  0.02  0.10 -0.01  0.09 -0.11  0.01 -0.02  0.06 -0.05  0.05 -0.10 -0.18 -0.16 -0.02 -0.05  0.08 -0.10  0.13 -0.04  0.05  0.05  0.25  0.12  0.01 -0.02  0.00 -0.03  0.02 -0.09 -0.03 -0.12 -0.03 -0.07  0.20 -0.04 -0.09 -0.12 -0.01 -0.07 -0.04 -0.04 -0.13 -0.09  0.10  0.09 -0.03  0.04 -0.01 -0.04  0.21 -0.03 -0.07 -0.10  0.01 -0.02 -0.17 -0.12  0.01 -0.03 -0.03 -0.14  0.07  0.07  0.15  0.08 -0.01 -0.04  0.00 -0.02 -0.13  0.06  0.09 -0.07 -0.03  0.03 -0.13  0.04 -0.13 -0.05  0.00 -0.10  0.08  0.01  0.05  0.00  0.02 -0.08 -0.01 -0.02  0.12 -0.02  0.18  0.15 -0.01 -0.06  1.00  0.27  0.00 -0.12 -0.22 -0.28  0.03 -0.07  0.10 -0.09 -0.06  0.04 -0.07 -0.15  0.14  0.09 
x198: -0.11 -0.11 -0.01  0.12  0.12 -0.04  0.17  0.07 -0.01  0.08  0.10 -0.08  0.01 -0.04  0.07 -0.09  0.03 -0.06  0.02 -0.01 -0.03 -0.06  0.04  0.15  0.13 -0.01  0.07  0.00  0.09 -0.07  0.03  0.03  0.10  0.01  0.11 -0.13 -0.11 -0.06 -0.03  0.02  0.13  0.01  0.06  0.01 -0.12  0.07  0.08  0.04 -0.15 -0.10 -0.10  0.02  0.08 -0.15 -0.08 -0.03  0.07 -0.11 -0.07 -0.24 -0.21 -0.03  0.08 -0.09 -0.04  0.00  0.12 -0.12 -0.06  0.00  0.29  0.02  0.28 -0.11 -0.09  0.06  0.35 -0.10 -0.02 -0.02  0.27 -0.09 -0.03  0.10  0.22 -0.03  0.03 -0.03 -0.01  0.04  0.06  0.06  0.12  0.07  0.11  0.06  0.23  0.01 -0.02 -0.06  0.10 -0.15  0.01  0.02  0.20 -0.06  0.15  0.03  0.02  0.01  0.02  0.03  0.15 -0.22 -0.01 -0.02 -0.03  0.03  0.19  0.03  0.17 -0.03  0.07 -0.02  0.42 -0.03 -0.03 -0.03 -0.05 -0.01  0.02  0.00  0.03  0.01  0.02  0.06  0.24 -0.19 -0.14 -0.14 -0.07 -0.19  0.02 -0.20 -0.09  0.00  0.33 -0.24  0.02  0.01  0.01  0.08  0.26 -0.07 -0.03 -0.02 -0.07 -0.39 -0.15 -0.01  0.04 -0.24 -0.19  0.09  0.31  0.05  0.35  0.02  0.02 -0.07 -0.06  0.04 -0.06 -0.01  0.03 -0.05 -0.01  0.05 -0.07 -0.30 -0.05 -0.15 -0.10  0.07  0.08  0.12  0.13 -0.19 -0.20  0.01  0.03  0.10  0.22  0.07  0.18 -0.16 -0.16  0.27  1.00 -0.10 -0.18 -0.61 -0.25  0.03  0.09  0.02  0.03  0.09  0.05 -0.20 -0.20  0.36  0.13 
